"Pre-campaign expenditure";"Pre-campaign visits";"Total number of visits";"Total spend";"52 Mosaic Groups";"Mosaic Bands";"Year Of Birth";"Age";"Response to campaign"
58.0;4.0;4.0;58.0;7.0;2.0;1960.0;34.0;"Non-responder"
74.0;3.0;3.0;74.0;42.0;10.0;1960.0;34.0;"Non-responder"
80.0;1.0;1.0;80.0;9.0;3.0;1960.0;34.0;"Non-responder"
53.0;3.0;3.0;53.0;10.0;3.0;1960.0;34.0;"Non-responder"
61.0;1.0;1.0;61.0;9.0;3.0;1960.0;34.0;"Non-responder"
51.0;1.0;1.0;51.0;36.0;8.0;1960.0;34.0;"Non-responder"
73.0;3.0;3.0;73.0;9.0;3.0;1960.0;34.0;"Non-responder"
66.0;4.0;4.0;66.0;10.0;3.0;1960.0;34.0;"Non-responder"
74.0;1.0;1.0;74.0;16.0;4.0;1960.0;34.0;"Non-responder"
60.0;1.0;1.0;60.0;31.0;7.0;1960.0;34.0;"Non-responder"
69.0;1.0;1.0;69.0;11.0;3.0;1960.0;34.0;"Non-responder"
85.0;2.0;2.0;85.0;50.0;11.0;1960.0;34.0;"Non-responder"
62.0;2.0;2.0;62.0;20.0;5.0;1960.0;34.0;"Non-responder"
66.0;3.0;3.0;66.0;30.0;7.0;1960.0;34.0;"Non-responder"
68.0;1.0;1.0;68.0;30.0;7.0;1960.0;34.0;"Non-responder"
76.0;1.0;1.0;76.0;24.0;6.0;1960.0;34.0;"Non-responder"
53.0;1.0;1.0;53.0;5.0;1.0;1960.0;34.0;"Non-responder"
78.0;2.0;2.0;78.0;18.0;5.0;1960.0;34.0;"Non-responder"
100.0;4.0;4.0;100.0;29.0;6.0;1960.0;34.0;"Non-responder"
62.0;5.0;6.0;71.0;8.0;2.0;1959.0;35.0;"Responder"
70.0;6.0;7.0;83.0;13.0;4.0;1959.0;35.0;"Responder"
95.0;3.0;4.0;100.0;18.0;5.0;1959.0;35.0;"Responder"
94.0;4.0;5.0;101.0;9.0;3.0;1959.0;35.0;"Responder"
80.0;1.0;1.0;80.0;10.0;3.0;1959.0;35.0;"Non-responder"
63.0;2.0;2.0;63.0;42.0;10.0;1959.0;35.0;"Non-responder"
54.0;3.0;3.0;54.0;17.0;4.0;1959.0;35.0;"Non-responder"
74.0;1.0;1.0;74.0;24.0;6.0;1959.0;35.0;"Non-responder"
74.0;2.0;2.0;74.0;13.0;4.0;1959.0;35.0;"Non-responder"
61.0;1.0;1.0;61.0;43.0;10.0;1959.0;35.0;"Non-responder"
66.0;3.0;3.0;66.0;11.0;3.0;1959.0;35.0;"Non-responder"
66.0;2.0;2.0;66.0;12.0;3.0;1959.0;35.0;"Non-responder"
74.0;4.0;4.0;74.0;2.0;1.0;1959.0;35.0;"Non-responder"
63.0;1.0;1.0;63.0;40.0;9.0;1959.0;35.0;"Non-responder"
69.0;1.0;1.0;69.0;29.0;6.0;1959.0;35.0;"Non-responder"
50.0;1.0;1.0;50.0;43.0;10.0;1959.0;35.0;"Non-responder"
31.0;3.0;3.0;31.0;2.0;1.0;1959.0;35.0;"Non-responder"
99.0;3.0;3.0;99.0;16.0;4.0;1959.0;35.0;"Non-responder"
53.0;2.0;2.0;53.0;39.0;9.0;1959.0;35.0;"Non-responder"
89.0;4.0;4.0;89.0;24.0;6.0;1959.0;35.0;"Non-responder"
12.0;2.0;2.0;12.0;1.0;1.0;1959.0;35.0;"Non-responder"
60.0;4.0;4.0;60.0;30.0;7.0;1959.0;35.0;"Non-responder"
73.0;2.0;2.0;73.0;42.0;10.0;1959.0;35.0;"Non-responder"
78.0;2.0;2.0;78.0;29.0;6.0;1959.0;35.0;"Non-responder"
68.0;3.0;3.0;68.0;37.0;9.0;1959.0;35.0;"Non-responder"
94.0;2.0;2.0;94.0;18.0;5.0;1959.0;35.0;"Non-responder"
59.0;1.0;1.0;59.0;7.0;2.0;1959.0;35.0;"Non-responder"
94.0;5.0;5.0;94.0;9.0;3.0;1959.0;35.0;"Non-responder"
672.0;33.0;43.0;844.0;9.0;3.0;1959.0;35.0;"Responder"
526.0;26.0;29.0;565.0;29.0;6.0;1959.0;35.0;"Responder"
71.0;4.0;5.0;91.0;3.0;1.0;1959.0;35.0;"Responder"
102.0;8.0;12.0;280.0;2.0;1.0;1959.0;35.0;"Responder"
67.0;2.0;3.0;73.0;9.0;3.0;1959.0;35.0;"Responder"
52.0;2.0;3.0;70.0;16.0;4.0;1959.0;35.0;"Responder"
56.0;2.0;3.0;63.0;11.0;3.0;1959.0;35.0;"Responder"
112.0;4.0;6.0;146.0;44.0;10.0;1959.0;35.0;"Responder"
53.0;3.0;7.0;102.0;43.0;10.0;1959.0;35.0;"Responder"
58.0;1.0;3.0;108.0;15.0;4.0;1959.0;35.0;"Responder"
91.0;19.0;22.0;121.0;43.0;10.0;1959.0;35.0;"Responder"
81.0;1.0;2.0;115.0;12.0;3.0;1959.0;35.0;"Responder"
57.0;6.0;7.0;62.0;11.0;3.0;1959.0;35.0;"Responder"
34.0;2.0;3.0;36.0;30.0;7.0;1959.0;35.0;"Responder"
81.0;4.0;8.0;129.0;2.0;1.0;1959.0;35.0;"Responder"
58.0;4.0;4.0;58.0;10.0;3.0;1959.0;35.0;"Non-responder"
177.0;11.0;11.0;177.0;24.0;6.0;1959.0;35.0;"Non-responder"
57.0;4.0;4.0;57.0;12.0;3.0;1959.0;35.0;"Non-responder"
53.0;6.0;6.0;53.0;18.0;5.0;1959.0;35.0;"Non-responder"
82.0;5.0;5.0;82.0;29.0;6.0;1959.0;35.0;"Non-responder"
85.0;2.0;2.0;85.0;2.0;1.0;1959.0;35.0;"Non-responder"
60.0;7.0;7.0;60.0;29.0;6.0;1959.0;35.0;"Non-responder"
55.0;6.0;6.0;55.0;9.0;3.0;1959.0;35.0;"Non-responder"
95.0;2.0;2.0;95.0;15.0;4.0;1959.0;35.0;"Non-responder"
57.0;2.0;2.0;57.0;29.0;6.0;1959.0;35.0;"Non-responder"
60.0;3.0;3.0;60.0;8.0;2.0;1959.0;35.0;"Non-responder"
85.0;1.0;1.0;85.0;9.0;3.0;1959.0;35.0;"Non-responder"
83.0;4.0;4.0;83.0;30.0;7.0;1959.0;35.0;"Non-responder"
66.0;3.0;3.0;66.0;14.0;4.0;1959.0;35.0;"Non-responder"
60.0;2.0;2.0;60.0;48.0;11.0;1959.0;35.0;"Non-responder"
64.0;2.0;2.0;64.0;7.0;2.0;1959.0;35.0;"Non-responder"
58.0;2.0;2.0;58.0;1.0;1.0;1959.0;35.0;"Non-responder"
69.0;2.0;2.0;69.0;2.0;1.0;1959.0;35.0;"Non-responder"
89.0;5.0;5.0;89.0;42.0;10.0;1959.0;35.0;"Non-responder"
92.0;6.0;6.0;92.0;44.0;10.0;1959.0;35.0;"Non-responder"
82.0;2.0;2.0;82.0;30.0;7.0;1959.0;35.0;"Non-responder"
84.0;2.0;2.0;84.0;25.0;6.0;1959.0;35.0;"Non-responder"
55.0;3.0;3.0;55.0;43.0;10.0;1959.0;35.0;"Non-responder"
85.0;1.0;1.0;85.0;36.0;8.0;1959.0;35.0;"Non-responder"
52.0;3.0;3.0;52.0;9.0;3.0;1959.0;35.0;"Non-responder"
80.0;1.0;1.0;80.0;5.0;1.0;1959.0;35.0;"Non-responder"
55.0;3.0;3.0;55.0;2.0;1.0;1959.0;35.0;"Non-responder"
68.0;1.0;1.0;68.0;10.0;3.0;1959.0;35.0;"Non-responder"
83.0;5.0;7.0;134.0;29.0;6.0;1958.0;36.0;"Responder"
51.0;2.0;3.0;68.0;20.0;5.0;1958.0;36.0;"Responder"
341.0;15.0;24.0;529.0;31.0;7.0;1958.0;36.0;"Responder"
56.0;1.0;2.0;108.0;11.0;3.0;1958.0;36.0;"Responder"
103.0;7.0;8.0;109.0;14.0;4.0;1958.0;36.0;"Responder"
119.0;6.0;7.0;126.0;7.0;2.0;1958.0;36.0;"Responder"
0.0;0.0;2.0;2.0;7.0;2.0;1958.0;36.0;"Responder"
111.0;4.0;7.0;169.0;30.0;7.0;1958.0;36.0;"Responder"
100.0;3.0;6.0;104.0;24.0;6.0;1958.0;36.0;"Responder"
96.0;4.0;5.0;200.0;11.0;3.0;1958.0;36.0;"Responder"
90.0;1.0;2.0;190.0;7.0;2.0;1958.0;36.0;"Responder"
102.0;9.0;14.0;135.0;42.0;10.0;1958.0;36.0;"Responder"
90.0;2.0;4.0;139.0;1.0;1.0;1958.0;36.0;"Responder"
60.0;2.0;2.0;60.0;26.0;6.0;1958.0;36.0;"Non-responder"
79.0;4.0;4.0;79.0;39.0;9.0;1958.0;36.0;"Non-responder"
62.0;1.0;1.0;62.0;10.0;3.0;1958.0;36.0;"Non-responder"
208.0;10.0;10.0;208.0;34.0;8.0;1958.0;36.0;"Non-responder"
52.0;1.0;1.0;52.0;8.0;2.0;1958.0;36.0;"Non-responder"
82.0;5.0;5.0;82.0;8.0;2.0;1958.0;36.0;"Non-responder"
80.0;2.0;2.0;80.0;6.0;2.0;1958.0;36.0;"Non-responder"
14.0;1.0;1.0;14.0;30.0;7.0;1958.0;36.0;"Non-responder"
64.0;2.0;2.0;64.0;41.0;10.0;1958.0;36.0;"Non-responder"
55.0;2.0;2.0;55.0;8.0;2.0;1958.0;36.0;"Non-responder"
53.0;3.0;3.0;53.0;8.0;2.0;1958.0;36.0;"Non-responder"
85.0;1.0;1.0;85.0;44.0;10.0;1958.0;36.0;"Non-responder"
55.0;3.0;3.0;55.0;34.0;8.0;1958.0;36.0;"Non-responder"
72.0;4.0;4.0;72.0;23.0;5.0;1958.0;36.0;"Non-responder"
74.0;1.0;1.0;74.0;2.0;1.0;1958.0;36.0;"Non-responder"
94.0;2.0;2.0;94.0;13.0;4.0;1958.0;36.0;"Non-responder"
93.0;1.0;1.0;93.0;47.0;11.0;1958.0;36.0;"Non-responder"
60.0;3.0;3.0;60.0;8.0;2.0;1958.0;36.0;"Non-responder"
88.0;2.0;2.0;88.0;45.0;11.0;1958.0;36.0;"Non-responder"
81.0;1.0;1.0;81.0;13.0;4.0;1958.0;36.0;"Non-responder"
90.0;1.0;1.0;90.0;36.0;8.0;1958.0;36.0;"Non-responder"
70.0;3.0;3.0;70.0;7.0;2.0;1958.0;36.0;"Non-responder"
42.0;4.0;4.0;42.0;6.0;2.0;1958.0;36.0;"Non-responder"
200.0;2.0;5.0;444.0;44.0;10.0;1958.0;36.0;"Responder"
80.0;1.0;5.0;131.0;32.0;7.0;1958.0;36.0;"Responder"
539.0;26.0;30.0;552.0;7.0;2.0;1958.0;36.0;"Responder"
107.0;5.0;6.0;112.0;2.0;1.0;1958.0;36.0;"Responder"
74.0;1.0;2.0;117.0;43.0;10.0;1958.0;36.0;"Responder"
53.0;1.0;3.0;92.0;29.0;6.0;1958.0;36.0;"Responder"
156.0;10.0;12.0;163.0;39.0;9.0;1958.0;36.0;"Responder"
90.0;1.0;4.0;114.0;8.0;2.0;1958.0;36.0;"Responder"
89.0;5.0;8.0;99.0;43.0;10.0;1958.0;36.0;"Responder"
62.0;1.0;2.0;76.0;29.0;6.0;1958.0;36.0;"Responder"
65.0;2.0;3.0;81.0;39.0;9.0;1958.0;36.0;"Responder"
85.0;4.0;6.0;102.0;44.0;10.0;1958.0;36.0;"Responder"
93.0;7.0;8.0;97.0;28.0;6.0;1958.0;36.0;"Responder"
60.0;4.0;5.0;90.0;30.0;7.0;1958.0;36.0;"Responder"
85.0;1.0;1.0;85.0;2.0;1.0;1958.0;36.0;"Non-responder"
45.0;3.0;3.0;45.0;10.0;3.0;1958.0;36.0;"Non-responder"
80.0;4.0;4.0;80.0;4.0;1.0;1958.0;36.0;"Non-responder"
74.0;11.0;11.0;74.0;26.0;6.0;1958.0;36.0;"Non-responder"
65.0;3.0;3.0;65.0;9.0;3.0;1958.0;36.0;"Non-responder"
50.0;3.0;3.0;50.0;36.0;8.0;1958.0;36.0;"Non-responder"
73.0;5.0;5.0;73.0;7.0;2.0;1958.0;36.0;"Non-responder"
93.0;5.0;5.0;93.0;31.0;7.0;1958.0;36.0;"Non-responder"
66.0;2.0;2.0;66.0;28.0;6.0;1958.0;36.0;"Non-responder"
78.0;2.0;2.0;78.0;7.0;2.0;1958.0;36.0;"Non-responder"
56.0;2.0;2.0;56.0;20.0;5.0;1958.0;36.0;"Non-responder"
88.0;3.0;3.0;88.0;7.0;2.0;1958.0;36.0;"Non-responder"
61.0;2.0;2.0;61.0;29.0;6.0;1958.0;36.0;"Non-responder"
81.0;1.0;1.0;81.0;12.0;3.0;1958.0;36.0;"Non-responder"
54.0;3.0;3.0;54.0;8.0;2.0;1958.0;36.0;"Non-responder"
66.0;2.0;2.0;66.0;5.0;1.0;1958.0;36.0;"Non-responder"
67.0;2.0;2.0;67.0;24.0;6.0;1958.0;36.0;"Non-responder"
31.0;3.0;3.0;31.0;17.0;4.0;1958.0;36.0;"Non-responder"
62.0;3.0;3.0;62.0;43.0;10.0;1958.0;36.0;"Non-responder"
85.0;3.0;3.0;85.0;2.0;1.0;1958.0;36.0;"Non-responder"
84.0;1.0;1.0;84.0;9.0;3.0;1958.0;36.0;"Non-responder"
64.0;6.0;6.0;64.0;27.0;6.0;1958.0;36.0;"Non-responder"
85.0;5.0;5.0;85.0;8.0;2.0;1958.0;36.0;"Non-responder"
74.0;1.0;1.0;74.0;8.0;2.0;1958.0;36.0;"Non-responder"
82.0;3.0;3.0;82.0;11.0;3.0;1958.0;36.0;"Non-responder"
80.0;1.0;1.0;80.0;5.0;1.0;1958.0;36.0;"Non-responder"
51.0;1.0;1.0;51.0;36.0;8.0;1958.0;36.0;"Non-responder"
73.0;1.0;1.0;73.0;6.0;2.0;1958.0;36.0;"Non-responder"
80.0;1.0;1.0;80.0;6.0;2.0;1958.0;36.0;"Non-responder"
63.0;1.0;1.0;63.0;44.0;10.0;1958.0;36.0;"Non-responder"
74.0;1.0;1.0;74.0;12.0;3.0;1958.0;36.0;"Non-responder"
51.0;1.0;1.0;51.0;40.0;9.0;1958.0;36.0;"Non-responder"
60.0;10.0;10.0;60.0;3.0;1.0;1958.0;36.0;"Non-responder"
80.0;2.0;2.0;80.0;44.0;10.0;1958.0;36.0;"Non-responder"
62.0;1.0;1.0;62.0;31.0;7.0;1958.0;36.0;"Non-responder"
50.0;9.0;9.0;50.0;11.0;3.0;1958.0;36.0;"Non-responder"
54.0;1.0;1.0;54.0;44.0;10.0;1958.0;36.0;"Non-responder"
65.0;1.0;1.0;65.0;44.0;10.0;1958.0;36.0;"Non-responder"
55.0;4.0;14.0;174.0;3.0;1.0;1957.0;37.0;"Responder"
56.0;2.0;4.0;327.0;9.0;3.0;1957.0;37.0;"Responder"
141.0;15.0;20.0;189.0;14.0;4.0;1957.0;37.0;"Responder"
94.0;4.0;6.0;103.0;3.0;1.0;1957.0;37.0;"Responder"
53.0;4.0;5.0;65.0;5.0;1.0;1957.0;37.0;"Responder"
90.0;5.0;5.0;90.0;16.0;4.0;1957.0;37.0;"Non-responder"
107.0;7.0;7.0;107.0;28.0;6.0;1957.0;37.0;"Non-responder"
89.0;4.0;4.0;89.0;13.0;4.0;1957.0;37.0;"Non-responder"
0.0;0.0;0.0;0.0;8.0;2.0;1957.0;37.0;"Non-responder"
71.0;6.0;6.0;71.0;29.0;6.0;1957.0;37.0;"Non-responder"
69.0;1.0;1.0;69.0;5.0;1.0;1957.0;37.0;"Non-responder"
56.0;3.0;3.0;56.0;10.0;3.0;1957.0;37.0;"Non-responder"
61.0;5.0;5.0;61.0;9.0;3.0;1957.0;37.0;"Non-responder"
101.0;4.0;4.0;101.0;16.0;4.0;1957.0;37.0;"Non-responder"
52.0;2.0;2.0;52.0;15.0;4.0;1957.0;37.0;"Non-responder"
55.0;2.0;2.0;55.0;34.0;8.0;1957.0;37.0;"Non-responder"
57.0;1.0;1.0;57.0;9.0;3.0;1957.0;37.0;"Non-responder"
65.0;8.0;8.0;65.0;27.0;6.0;1957.0;37.0;"Non-responder"
53.0;2.0;2.0;53.0;13.0;4.0;1957.0;37.0;"Non-responder"
28.0;2.0;2.0;28.0;3.0;1.0;1957.0;37.0;"Non-responder"
432.0;25.0;26.0;455.0;6.0;2.0;1957.0;37.0;"Responder"
35.0;5.0;7.0;251.0;10.0;3.0;1957.0;37.0;"Responder"
94.0;1.0;2.0;241.0;29.0;6.0;1957.0;37.0;"Responder"
53.0;4.0;5.0;129.0;41.0;10.0;1957.0;37.0;"Responder"
55.0;3.0;4.0;90.0;17.0;4.0;1957.0;37.0;"Responder"
81.0;5.0;8.0;102.0;12.0;3.0;1957.0;37.0;"Responder"
84.0;2.0;3.0;89.0;36.0;8.0;1957.0;37.0;"Responder"
81.0;4.0;5.0;152.0;17.0;4.0;1957.0;37.0;"Responder"
93.0;5.0;7.0;109.0;32.0;7.0;1957.0;37.0;"Responder"
80.0;5.0;6.0;84.0;9.0;3.0;1957.0;37.0;"Responder"
67.0;4.0;5.0;70.0;3.0;1.0;1957.0;37.0;"Responder"
106.0;4.0;5.0;115.0;2.0;1.0;1957.0;37.0;"Responder"
332.0;8.0;11.0;348.0;29.0;6.0;1957.0;37.0;"Responder"
78.0;2.0;3.0;150.0;7.0;2.0;1957.0;37.0;"Responder"
98.0;2.0;5.0;120.0;44.0;10.0;1957.0;37.0;"Responder"
283.0;17.0;17.0;283.0;32.0;7.0;1957.0;37.0;"Non-responder"
46.0;4.0;4.0;46.0;6.0;2.0;1957.0;37.0;"Non-responder"
69.0;6.0;6.0;69.0;8.0;2.0;1957.0;37.0;"Non-responder"
67.0;3.0;3.0;67.0;39.0;9.0;1957.0;37.0;"Non-responder"
95.0;3.0;3.0;95.0;7.0;2.0;1957.0;37.0;"Non-responder"
77.0;3.0;3.0;77.0;3.0;1.0;1957.0;37.0;"Non-responder"
55.0;1.0;1.0;55.0;4.0;1.0;1957.0;37.0;"Non-responder"
60.0;1.0;1.0;60.0;6.0;2.0;1957.0;37.0;"Non-responder"
67.0;7.0;7.0;67.0;2.0;1.0;1957.0;37.0;"Non-responder"
50.0;2.0;2.0;50.0;9.0;3.0;1957.0;37.0;"Non-responder"
57.0;1.0;1.0;57.0;8.0;2.0;1957.0;37.0;"Non-responder"
66.0;1.0;1.0;66.0;12.0;3.0;1957.0;37.0;"Non-responder"
57.0;4.0;4.0;57.0;30.0;7.0;1957.0;37.0;"Non-responder"
90.0;1.0;1.0;90.0;3.0;1.0;1957.0;37.0;"Non-responder"
58.0;4.0;4.0;58.0;2.0;1.0;1957.0;37.0;"Non-responder"
74.0;9.0;9.0;74.0;2.0;1.0;1957.0;37.0;"Non-responder"
93.0;2.0;2.0;93.0;2.0;1.0;1957.0;37.0;"Non-responder"
77.0;4.0;4.0;77.0;6.0;2.0;1957.0;37.0;"Non-responder"
51.0;6.0;6.0;51.0;14.0;4.0;1957.0;37.0;"Non-responder"
96.0;9.0;9.0;96.0;41.0;10.0;1957.0;37.0;"Non-responder"
72.0;4.0;4.0;72.0;2.0;1.0;1957.0;37.0;"Non-responder"
82.0;5.0;5.0;82.0;2.0;1.0;1957.0;37.0;"Non-responder"
62.0;2.0;2.0;62.0;30.0;7.0;1957.0;37.0;"Non-responder"
86.0;5.0;5.0;86.0;29.0;6.0;1957.0;37.0;"Non-responder"
157.0;4.0;4.0;157.0;30.0;7.0;1957.0;37.0;"Non-responder"
62.0;8.0;8.0;62.0;44.0;10.0;1957.0;37.0;"Non-responder"
61.0;2.0;2.0;61.0;16.0;4.0;1957.0;37.0;"Non-responder"
79.0;1.0;1.0;79.0;7.0;2.0;1957.0;37.0;"Non-responder"
82.0;5.0;5.0;82.0;36.0;8.0;1957.0;37.0;"Non-responder"
67.0;2.0;2.0;67.0;8.0;2.0;1957.0;37.0;"Non-responder"
61.0;3.0;3.0;61.0;26.0;6.0;1957.0;37.0;"Non-responder"
81.0;6.0;6.0;81.0;9.0;3.0;1957.0;37.0;"Non-responder"
55.0;1.0;1.0;55.0;36.0;8.0;1957.0;37.0;"Non-responder"
85.0;2.0;2.0;85.0;44.0;10.0;1957.0;37.0;"Non-responder"
57.0;1.0;1.0;57.0;12.0;3.0;1957.0;37.0;"Non-responder"
221.0;20.0;29.0;278.0;39.0;9.0;1956.0;38.0;"Responder"
86.0;5.0;8.0;136.0;10.0;3.0;1956.0;38.0;"Responder"
67.0;8.0;9.0;74.0;31.0;7.0;1956.0;38.0;"Responder"
107.0;5.0;7.0;125.0;48.0;11.0;1956.0;38.0;"Responder"
74.0;2.0;2.0;74.0;8.0;2.0;1956.0;38.0;"Non-responder"
51.0;2.0;2.0;51.0;6.0;2.0;1956.0;38.0;"Non-responder"
72.0;2.0;2.0;72.0;3.0;1.0;1956.0;38.0;"Non-responder"
63.0;1.0;1.0;63.0;31.0;7.0;1956.0;38.0;"Non-responder"
50.0;2.0;2.0;50.0;46.0;11.0;1956.0;38.0;"Non-responder"
92.0;1.0;1.0;92.0;43.0;10.0;1956.0;38.0;"Non-responder"
49.0;2.0;2.0;49.0;11.0;3.0;1956.0;38.0;"Non-responder"
88.0;2.0;2.0;88.0;10.0;3.0;1956.0;38.0;"Non-responder"
64.0;4.0;4.0;64.0;5.0;1.0;1956.0;38.0;"Non-responder"
78.0;1.0;1.0;78.0;36.0;8.0;1956.0;38.0;"Non-responder"
58.0;4.0;4.0;58.0;32.0;7.0;1956.0;38.0;"Non-responder"
65.0;2.0;2.0;65.0;8.0;2.0;1956.0;38.0;"Non-responder"
55.0;3.0;3.0;55.0;9.0;3.0;1956.0;38.0;"Non-responder"
64.0;5.0;5.0;64.0;5.0;1.0;1956.0;38.0;"Non-responder"
77.0;3.0;3.0;77.0;44.0;10.0;1956.0;38.0;"Non-responder"
68.0;4.0;4.0;68.0;40.0;9.0;1956.0;38.0;"Non-responder"
61.0;1.0;1.0;61.0;29.0;6.0;1956.0;38.0;"Non-responder"
214.0;24.0;35.0;326.0;3.0;1.0;1956.0;38.0;"Responder"
235.0;10.0;12.0;244.0;7.0;2.0;1956.0;38.0;"Responder"
88.0;1.0;3.0;127.0;1.0;1.0;1956.0;38.0;"Responder"
117.0;12.0;19.0;293.0;31.0;7.0;1956.0;38.0;"Responder"
225.0;7.0;12.0;321.0;44.0;10.0;1956.0;38.0;"Responder"
79.0;4.0;6.0;116.0;41.0;10.0;1956.0;38.0;"Responder"
172.0;6.0;13.0;449.0;2.0;1.0;1956.0;38.0;"Responder"
60.0;4.0;7.0;76.0;39.0;9.0;1956.0;38.0;"Responder"
70.0;6.0;7.0;73.0;29.0;6.0;1956.0;38.0;"Responder"
86.0;1.0;8.0;192.0;10.0;3.0;1956.0;38.0;"Responder"
59.0;4.0;7.0;107.0;31.0;7.0;1956.0;38.0;"Responder"
97.0;1.0;3.0;141.0;44.0;10.0;1956.0;38.0;"Responder"
76.0;2.0;5.0;194.0;43.0;10.0;1956.0;38.0;"Responder"
52.0;1.0;1.0;52.0;6.0;2.0;1956.0;38.0;"Non-responder"
215.0;7.0;7.0;215.0;1.0;1.0;1956.0;38.0;"Non-responder"
54.0;1.0;1.0;54.0;44.0;10.0;1956.0;38.0;"Non-responder"
54.0;2.0;2.0;54.0;37.0;9.0;1956.0;38.0;"Non-responder"
52.0;1.0;1.0;52.0;31.0;7.0;1956.0;38.0;"Non-responder"
99.0;1.0;1.0;99.0;14.0;4.0;1956.0;38.0;"Non-responder"
69.0;1.0;1.0;69.0;45.0;11.0;1956.0;38.0;"Non-responder"
93.0;4.0;4.0;93.0;11.0;3.0;1956.0;38.0;"Non-responder"
23.0;1.0;1.0;23.0;6.0;2.0;1956.0;38.0;"Non-responder"
54.0;1.0;1.0;54.0;23.0;5.0;1956.0;38.0;"Non-responder"
74.0;1.0;1.0;74.0;7.0;2.0;1956.0;38.0;"Non-responder"
71.0;4.0;4.0;71.0;9.0;3.0;1956.0;38.0;"Non-responder"
88.0;10.0;10.0;88.0;2.0;1.0;1956.0;38.0;"Non-responder"
55.0;1.0;1.0;55.0;31.0;7.0;1956.0;38.0;"Non-responder"
74.0;5.0;5.0;74.0;30.0;7.0;1956.0;38.0;"Non-responder"
53.0;2.0;2.0;53.0;2.0;1.0;1956.0;38.0;"Non-responder"
38.0;2.0;2.0;38.0;10.0;3.0;1956.0;38.0;"Non-responder"
54.0;4.0;4.0;54.0;9.0;3.0;1956.0;38.0;"Non-responder"
61.0;1.0;1.0;61.0;9.0;3.0;1956.0;38.0;"Non-responder"
52.0;4.0;4.0;52.0;32.0;7.0;1956.0;38.0;"Non-responder"
86.0;1.0;1.0;86.0;24.0;6.0;1956.0;38.0;"Non-responder"
54.0;1.0;1.0;54.0;3.0;1.0;1956.0;38.0;"Non-responder"
57.0;4.0;4.0;57.0;1.0;1.0;1956.0;38.0;"Non-responder"
98.0;4.0;4.0;98.0;8.0;2.0;1956.0;38.0;"Non-responder"
64.0;2.0;2.0;64.0;30.0;7.0;1956.0;38.0;"Non-responder"
98.0;2.0;2.0;98.0;9.0;3.0;1956.0;38.0;"Non-responder"
57.0;1.0;1.0;57.0;29.0;6.0;1956.0;38.0;"Non-responder"
64.0;5.0;5.0;64.0;33.0;8.0;1956.0;38.0;"Non-responder"
90.0;1.0;1.0;90.0;3.0;1.0;1956.0;38.0;"Non-responder"
53.0;4.0;4.0;53.0;29.0;6.0;1956.0;38.0;"Non-responder"
56.0;7.0;7.0;56.0;12.0;3.0;1956.0;38.0;"Non-responder"
54.0;3.0;3.0;54.0;6.0;2.0;1956.0;38.0;"Non-responder"
54.0;2.0;2.0;54.0;41.0;10.0;1956.0;38.0;"Non-responder"
68.0;2.0;2.0;68.0;31.0;7.0;1956.0;38.0;"Non-responder"
77.0;2.0;2.0;77.0;6.0;2.0;1956.0;38.0;"Non-responder"
60.0;1.0;1.0;60.0;12.0;3.0;1956.0;38.0;"Non-responder"
81.0;3.0;3.0;81.0;5.0;1.0;1956.0;38.0;"Non-responder"
473.0;49.0;55.0;513.0;29.0;6.0;1955.0;39.0;"Responder"
83.0;6.0;13.0;168.0;11.0;3.0;1955.0;39.0;"Responder"
59.0;2.0;3.0;76.0;3.0;1.0;1955.0;39.0;"Responder"
60.0;3.0;3.0;60.0;27.0;6.0;1955.0;39.0;"Non-responder"
50.0;2.0;2.0;50.0;10.0;3.0;1955.0;39.0;"Non-responder"
100.0;5.0;5.0;100.0;10.0;3.0;1955.0;39.0;"Non-responder"
13.0;4.0;4.0;13.0;29.0;6.0;1955.0;39.0;"Non-responder"
86.0;1.0;1.0;86.0;49.0;11.0;1955.0;39.0;"Non-responder"
61.0;6.0;6.0;61.0;6.0;2.0;1955.0;39.0;"Non-responder"
67.0;4.0;4.0;67.0;12.0;3.0;1955.0;39.0;"Non-responder"
81.0;4.0;4.0;81.0;3.0;1.0;1955.0;39.0;"Non-responder"
85.0;2.0;2.0;85.0;30.0;7.0;1955.0;39.0;"Non-responder"
72.0;1.0;1.0;72.0;36.0;8.0;1955.0;39.0;"Non-responder"
92.0;2.0;2.0;92.0;8.0;2.0;1955.0;39.0;"Non-responder"
59.0;1.0;1.0;59.0;12.0;3.0;1955.0;39.0;"Non-responder"
78.0;1.0;1.0;78.0;31.0;7.0;1955.0;39.0;"Non-responder"
70.0;4.0;4.0;70.0;44.0;10.0;1955.0;39.0;"Non-responder"
823.0;38.0;44.0;976.0;5.0;1.0;1955.0;39.0;"Responder"
811.0;23.0;30.0;902.0;39.0;9.0;1955.0;39.0;"Responder"
665.0;59.0;66.0;716.0;9.0;3.0;1955.0;39.0;"Responder"
84.0;3.0;5.0;165.0;6.0;2.0;1955.0;39.0;"Responder"
63.0;4.0;5.0;69.0;1.0;1.0;1955.0;39.0;"Responder"
97.0;5.0;6.0;102.0;7.0;2.0;1955.0;39.0;"Responder"
105.0;12.0;13.0;137.0;29.0;6.0;1955.0;39.0;"Responder"
166.0;5.0;7.0;408.0;2.0;1.0;1955.0;39.0;"Responder"
