"Pre-campaign expenditure","Pre-campaign visits","Pre-campaign spend category","Pre-campaign visits category","Total number of visits","Total spend","Post Code","52 Mosaic Groups","Mosaic Bands","Title","Gender","Year Of Birth","Age","Age category","Response to campaign"
84.0,5.0,"£50-£100","5 Or More Visits",5.0,84.0,"TN 1 2LB",7.0,2.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
79.0,9.0,"£50-£100","5 Or More Visits",9.0,79.0,"HX 4 8BL",44.0,10.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
114.0,3.0,"£100-£150","3 Visits",3.0,114.0,"S 60 4DB",17.0,4.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
68.0,1.0,"£50-£100","1 Visit",1.0,68.0,"S 66 8AG",11.0,3.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
85.0,3.0,"£50-£100","3 Visits",3.0,85.0,"SS16 6RR",2.0,1.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
68.0,1.0,"£50-£100","1 Visit",1.0,68.0,"SS11 8RB",8.0,2.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
80.0,5.0,"£50-£100","5 Or More Visits",5.0,80.0,"KT13 8PU",29.0,6.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
51.0,2.0,"£50-£100","2 Visits",2.0,51.0,"LL11 6RL",13.0,4.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
27.0,2.0,"Under £50","2 Visits",2.0,27.0,"RH17 6TB",7.0,2.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
68.0,3.0,"£50-£100","3 Visits",3.0,68.0,"TA20 1NP",17.0,4.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
89.0,3.0,"£50-£100","3 Visits",3.0,89.0,"SA 6 5PF",5.0,1.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
77.0,1.0,"£50-£100","1 Visit",1.0,77.0,"TF 7 5SU",9.0,3.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
74.0,4.0,"£50-£100","4 Visits",4.0,74.0,"FY 8 2EA",32.0,7.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
51.0,2.0,"£50-£100","2 Visits",2.0,51.0,"NW 2 6EJ",30.0,7.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
59.0,3.0,"£50-£100","3 Visits",3.0,59.0,"M 25 5RZ",8.0,2.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
11.0,1.0,"Under £50","1 Visit",1.0,11.0,"WN 8 6UD",44.0,10.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
94.0,1.0,"£50-£100","1 Visit",1.0,94.0,"WN 4 0RG",9.0,3.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
80.0,2.0,"£50-£100","2 Visits",2.0,80.0,"WV 6 7NH",44.0,10.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"KT12 5DB",1.0,1.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
79.0,4.0,"£50-£100","4 Visits",4.0,79.0,"PE 9 4UE",41.0,10.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
88.0,5.0,"£50-£100","5 Or More Visits",5.0,88.0,"HD 3 3BT",7.0,2.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
94.0,1.0,"£50-£100","1 Visit",1.0,94.0,"TR16 5NE",28.0,6.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
90.0,1.0,"£50-£100","1 Visit",1.0,90.0,"LE67 2HE",31.0,7.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
79.0,1.0,"£50-£100","1 Visit",1.0,79.0,"SE25 6SB",30.0,7.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"BD21 2TP",11.0,3.0,"MR","Male",1951.0,43.0,"36-45 years","Non-responder"
330.0,24.0,"£300-£500","5 Or More Visits",26.0,424.0,"LE17 4XJ",2.0,1.0,"Mrs","Female",1950.0,44.0,"36-45 years","Responder"
106.0,11.0,"£100-£150","5 Or More Visits",12.0,121.0,"SG 6 2NR",14.0,4.0,"Mrs","Female",1950.0,44.0,"36-45 years","Responder"
66.0,2.0,"£50-£100","2 Visits",4.0,90.0,"BS20 8BE",6.0,2.0,"MRS","Female",1950.0,44.0,"36-45 years","Responder"
67.0,9.0,"£50-£100","5 Or More Visits",11.0,91.0,"RM14 1PP",8.0,2.0,"MRS","Female",1950.0,44.0,"36-45 years","Responder"
72.0,3.0,"£50-£100","3 Visits",9.0,140.0,"CR 2 0RW",1.0,1.0,"MRS","Female",1950.0,44.0,"36-45 years","Responder"
98.0,2.0,"£50-£100","2 Visits",4.0,109.0,"TN24 8QT",9.0,3.0,"MRS","Female",1950.0,44.0,"36-45 years","Responder"
57.0,3.0,"£50-£100","3 Visits",3.0,57.0,"OL13 0NR",12.0,3.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
74.0,7.0,"£50-£100","5 Or More Visits",7.0,74.0,"CV37 0TH",43.0,10.0,"Ms","Female",1950.0,44.0,"36-45 years","Non-responder"
54.0,1.0,"£50-£100","1 Visit",1.0,54.0,"E  9 6PG",24.0,6.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"SS 1 2RY",29.0,6.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
70.0,3.0,"£50-£100","3 Visits",3.0,70.0,"SO23 9NT",32.0,7.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
79.0,3.0,"£50-£100","3 Visits",3.0,79.0,"WF13 3QY",27.0,6.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
95.0,5.0,"£50-£100","5 Or More Visits",5.0,95.0,"WF16 9NJ",27.0,6.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
92.0,1.0,"£50-£100","1 Visit",1.0,92.0,"SL 6 1SD",30.0,7.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
77.0,2.0,"£50-£100","2 Visits",2.0,77.0,"DY 9 0LX",5.0,1.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
84.0,1.0,"£50-£100","1 Visit",1.0,84.0,"KT12 1LX",36.0,8.0,"MISS","Female",1950.0,44.0,"36-45 years","Non-responder"
66.0,1.0,"£50-£100","1 Visit",1.0,66.0,"M 20 0HR",8.0,2.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
72.0,1.0,"£50-£100","1 Visit",1.0,72.0,"CR 5 2BF",8.0,2.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
77.0,4.0,"£50-£100","4 Visits",4.0,77.0,"TS 7 0RA",3.0,1.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
52.0,3.0,"£50-£100","3 Visits",3.0,52.0,"NG31 9DG",26.0,6.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
86.0,3.0,"£50-£100","3 Visits",3.0,86.0,"BD20 5HQ",9.0,3.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
78.0,4.0,"£50-£100","4 Visits",4.0,78.0,"LE67 5AW",9.0,3.0,"MRS","Female",1950.0,44.0,"36-45 years","Non-responder"
1303.0,116.0,"Over £500","5 Or More Visits",131.0,1526.0,"BN14 9EP",37.0,9.0,"Mr","Male",1950.0,44.0,"36-45 years","Responder"
890.0,71.0,"Over £500","5 Or More Visits",75.0,932.0,"WN 3 5JJ",9.0,3.0,"Mr","Male",1950.0,44.0,"36-45 years","Responder"
92.0,10.0,"£50-£100","5 Or More Visits",15.0,119.0,"MK41 8RJ",2.0,1.0,"Mr","Male",1950.0,44.0,"36-45 years","Responder"
80.0,2.0,"£50-£100","2 Visits",3.0,97.0,"SY 1 3PF",14.0,4.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
74.0,6.0,"£50-£100","5 Or More Visits",9.0,111.0,"SW19 2RQ",24.0,6.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
81.0,6.0,"£50-£100","5 Or More Visits",8.0,101.0,"LL12 7RT",8.0,2.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
78.0,6.0,"£50-£100","5 Or More Visits",9.0,95.0,"CV10 0HB",10.0,3.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
81.0,2.0,"£50-£100","2 Visits",4.0,90.0,"NG 8 4AY",13.0,4.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
59.0,3.0,"£50-£100","3 Visits",4.0,109.0,"LS27 9JR",39.0,9.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
90.0,5.0,"£50-£100","5 Or More Visits",6.0,83.0,"CM 3 2DA",3.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
46.0,7.0,"Under £50","5 Or More Visits",11.0,65.0,"WS 9 9RF",2.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
190.0,7.0,"£150-£200","5 Or More Visits",8.0,201.0,"BD17 5SB",16.0,4.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
63.0,2.0,"£50-£100","2 Visits",3.0,84.0,"LN 8 3HD",48.0,11.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
93.0,9.0,"£50-£100","5 Or More Visits",21.0,305.0,"BN17 6PW",43.0,10.0,"MR","Male",1950.0,44.0,"36-45 years","Responder"
71.0,1.0,"£50-£100","1 Visit",1.0,71.0,"HP15 6BH",2.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"BB 1 4EX",39.0,9.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
67.0,5.0,"£50-£100","5 Or More Visits",5.0,67.0,"BA11 1LE",17.0,4.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
79.0,3.0,"£50-£100","3 Visits",3.0,79.0,"CV11 6PW",3.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
68.0,1.0,"£50-£100","1 Visit",1.0,68.0,"YO11 3LF",13.0,4.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"PE 7 3RQ",2.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
82.0,2.0,"£50-£100","2 Visits",2.0,82.0,"WR11 6XS",2.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
92.0,2.0,"£50-£100","2 Visits",2.0,92.0,"NP 1 8RD",9.0,3.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
58.0,7.0,"£50-£100","5 Or More Visits",7.0,58.0,"SO 5 7GY",3.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
90.0,4.0,"£50-£100","4 Visits",4.0,90.0,"DN 4 6RR",3.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"WS 5 3DW",39.0,9.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
67.0,4.0,"£50-£100","4 Visits",4.0,67.0,"RG 3 6BQ",44.0,10.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"WN 3 6DF",3.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
59.0,1.0,"£50-£100","1 Visit",1.0,59.0,"NW 1 7RG",34.0,8.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
72.0,1.0,"£50-£100","1 Visit",1.0,72.0,"GU15 2RT",31.0,7.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
280.0,5.0,"£200-£300","5 Or More Visits",5.0,280.0,"B 23 5QP",7.0,2.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
79.0,3.0,"£50-£100","3 Visits",3.0,79.0,"SK 7 4LJ",16.0,4.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
60.0,3.0,"£50-£100","3 Visits",3.0,60.0,"SK15 3DP",9.0,3.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
96.0,5.0,"£50-£100","5 Or More Visits",5.0,96.0,"PE 4 5BN",43.0,10.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
92.0,1.0,"£50-£100","1 Visit",1.0,92.0,"DH 7 0QB",6.0,2.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
59.0,2.0,"£50-£100","2 Visits",2.0,59.0,"NR31 8PD",9.0,3.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
53.0,1.0,"£50-£100","1 Visit",1.0,53.0,"LS21 2RE",3.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
64.0,14.0,"£50-£100","5 Or More Visits",14.0,64.0,"TN23 1SR",29.0,6.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
58.0,2.0,"£50-£100","2 Visits",2.0,58.0,"LU 7 7HL",3.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"HP 1 1RW",5.0,1.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
102.0,8.0,"£100-£150","5 Or More Visits",8.0,102.0,"AL 6 0NQ",6.0,2.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
78.0,3.0,"£50-£100","3 Visits",3.0,78.0,"LE12 5DW",45.0,11.0,"MR","Male",1950.0,44.0,"36-45 years","Non-responder"
1010.0,45.0,"Over £500","5 Or More Visits",48.0,1050.0,"CV 8 3JT",44.0,10.0,"Mrs","Female",1949.0,45.0,"36-45 years","Responder"
317.0,17.0,"£300-£500","5 Or More Visits",19.0,352.0,"CM24 8BL",7.0,2.0,"Mrs","Female",1949.0,45.0,"36-45 years","Responder"
86.0,7.0,"£50-£100","5 Or More Visits",10.0,136.0,"BA11 2TF",10.0,3.0,"MRS","Female",1949.0,45.0,"36-45 years","Responder"
89.0,6.0,"£50-£100","5 Or More Visits",9.0,247.0,"DN17 2SB",10.0,3.0,"MRS","Female",1949.0,45.0,"36-45 years","Responder"
56.0,3.0,"£50-£100","3 Visits",7.0,130.0,"LE17 4RS",2.0,1.0,"MRS","Female",1949.0,45.0,"36-45 years","Responder"
95.0,1.0,"£50-£100","1 Visit",1.0,95.0,"LE15 6JS",3.0,1.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
57.0,3.0,"£50-£100","3 Visits",3.0,57.0,"RH 8 0HL",31.0,7.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
61.0,1.0,"£50-£100","1 Visit",1.0,61.0,"SL 2 3RR",1.0,1.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
79.0,2.0,"£50-£100","2 Visits",2.0,79.0,"CF38 1TH",9.0,3.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
56.0,4.0,"£50-£100","4 Visits",4.0,56.0,"SY11 1YL",43.0,10.0,"MISS","Female",1949.0,45.0,"36-45 years","Non-responder"
82.0,3.0,"£50-£100","3 Visits",3.0,82.0,"MK44 3PP",3.0,1.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"L 31 6BY",8.0,2.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
51.0,8.0,"£50-£100","5 Or More Visits",8.0,51.0,"NR30 5NN",39.0,9.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
87.0,1.0,"£50-£100","1 Visit",1.0,87.0,"ME16 0HY",4.0,1.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"LA 4 6DY",39.0,9.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
66.0,2.0,"£50-£100","2 Visits",2.0,66.0,"PL 7 3NY",13.0,4.0,"MISS","Female",1949.0,45.0,"36-45 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"YO11 3SJ",10.0,3.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"WF 3 1EB",3.0,1.0,"MRS","Female",1949.0,45.0,"36-45 years","Non-responder"
807.0,44.0,"Over £500","5 Or More Visits",81.0,1587.0,"CT20 3JZ",30.0,7.0,"Mr","Male",1949.0,45.0,"36-45 years","Responder"
165.0,17.0,"£150-£200","5 Or More Visits",19.0,197.0,"RH12 2HG",8.0,2.0,"Mr","Male",1949.0,45.0,"36-45 years","Responder"
123.0,6.0,"£100-£150","5 Or More Visits",7.0,132.0,"CM14 4PN",8.0,2.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
78.0,9.0,"£50-£100","5 Or More Visits",12.0,112.0,"HG 2 0JY",40.0,9.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
83.0,2.0,"£50-£100","2 Visits",5.0,103.0,"HU17 8NB",30.0,7.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
106.0,8.0,"£100-£150","5 Or More Visits",10.0,122.0,"CV11 6SA",3.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
78.0,3.0,"£50-£100","3 Visits",5.0,93.0,"PL19 0DS",37.0,9.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
71.0,7.0,"£50-£100","5 Or More Visits",8.0,108.0,"YO13 9AP",50.0,11.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
58.0,9.0,"£50-£100","5 Or More Visits",10.0,61.0,"NE 3 2QZ",44.0,10.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
42.0,6.0,"Under £50","5 Or More Visits",7.0,54.0,"RG 1 7YL",32.0,7.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
59.0,2.0,"£50-£100","2 Visits",3.0,72.0,"LN 6 8RX",8.0,2.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
82.0,2.0,"£50-£100","2 Visits",4.0,116.0,"CT17 9QT",30.0,7.0,"MR","Male",1949.0,45.0,"36-45 years","Responder"
145.0,10.0,"£100-£150","5 Or More Visits",10.0,145.0,"SA 6 6HA",10.0,3.0,"Mr","Male",1949.0,45.0,"36-45 years","Non-responder"
115.0,5.0,"£100-£150","5 Or More Visits",5.0,115.0,"PR 8 4RE",3.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
137.0,2.0,"£100-£150","2 Visits",2.0,137.0,"YO11 2UQ",38.0,9.0,"Mr","Male",1949.0,45.0,"36-45 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"HP11 1ED",3.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
54.0,1.0,"£50-£100","1 Visit",1.0,54.0,"DY 8 4QP",9.0,3.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
63.0,6.0,"£50-£100","5 Or More Visits",6.0,63.0,"BS 9 4AH",31.0,7.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
75.0,4.0,"£50-£100","4 Visits",4.0,75.0,"N 22 6LB",24.0,6.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
83.0,1.0,"£50-£100","1 Visit",1.0,83.0,"YO21 1LR",13.0,4.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
54.0,2.0,"£50-£100","2 Visits",2.0,54.0,"NE 3 4DX",4.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
58.0,3.0,"£50-£100","3 Visits",3.0,58.0,"NE23 9RS",44.0,10.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
90.0,4.0,"£50-£100","4 Visits",4.0,90.0,"CF44 9SN",12.0,3.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
58.0,4.0,"£50-£100","4 Visits",4.0,58.0,"S  5 7DP",16.0,4.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
76.0,2.0,"£50-£100","2 Visits",2.0,76.0,"SO22 4JN",5.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
90.0,4.0,"£50-£100","4 Visits",4.0,90.0,"GU16 5TB",7.0,2.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
71.0,4.0,"£50-£100","4 Visits",4.0,71.0,"KT 3 5DB",7.0,2.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
64.0,2.0,"£50-£100","2 Visits",2.0,64.0,"TN16 1SA",1.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
94.0,8.0,"£50-£100","5 Or More Visits",8.0,94.0,"RH19 4RU",3.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
75.0,2.0,"£50-£100","2 Visits",2.0,75.0,"WN 5 7DS",3.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"PO11 0HF",33.0,8.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
65.0,3.0,"£50-£100","3 Visits",3.0,65.0,"LU 5 6LD",7.0,2.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
94.0,3.0,"£50-£100","3 Visits",3.0,94.0,"PL 3 4QH",29.0,6.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
86.0,6.0,"£50-£100","5 Or More Visits",6.0,86.0,"LU 5 4JS",10.0,3.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
62.0,3.0,"£50-£100","3 Visits",3.0,62.0,"BS19 5AR",3.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
92.0,4.0,"£50-£100","4 Visits",4.0,92.0,"HR 4 7EF",7.0,2.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
69.0,2.0,"£50-£100","2 Visits",2.0,69.0,"WD 1 3TY",1.0,1.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
78.0,2.0,"£50-£100","2 Visits",2.0,78.0,"WA 8 7NU",12.0,3.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
61.0,6.0,"£50-£100","5 Or More Visits",6.0,61.0,"WF12 7AP",10.0,3.0,"MR","Male",1949.0,45.0,"36-45 years","Non-responder"
90.0,3.0,"£50-£100","3 Visits",4.0,139.0,"BN15 9JZ",31.0,7.0,"MRS","Female",1948.0,46.0,"46-55 years","Responder"
83.0,7.0,"£50-£100","5 Or More Visits",9.0,129.0,"HP14 3QB",44.0,10.0,"MRS","Female",1948.0,46.0,"46-55 years","Responder"
12.0,1.0,"Under £50","1 Visit",2.0,25.0,"DN15 9EX",6.0,2.0,"MRS","Female",1948.0,46.0,"46-55 years","Responder"
57.0,3.0,"£50-£100","3 Visits",4.0,76.0,"NN12 8PN",47.0,11.0,"MRS","Female",1948.0,46.0,"46-55 years","Responder"
62.0,8.0,"£50-£100","5 Or More Visits",8.0,62.0,"LE13 0EY",44.0,10.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
94.0,2.0,"£50-£100","2 Visits",2.0,94.0,"LL12 8LS",3.0,1.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
88.0,1.0,"£50-£100","1 Visit",1.0,88.0,"DY12 2NZ",6.0,2.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
95.0,1.0,"£50-£100","1 Visit",1.0,95.0,"BN 3 6PT",1.0,1.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
64.0,5.0,"£50-£100","5 Or More Visits",5.0,64.0,"CM18 7RL",29.0,6.0,"MS","Female",1948.0,46.0,"46-55 years","Non-responder"
83.0,2.0,"£50-£100","2 Visits",2.0,83.0,"CF39 9BE",28.0,6.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
60.0,4.0,"£50-£100","4 Visits",4.0,60.0,"RH13 5NB",31.0,7.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
99.0,1.0,"£50-£100","1 Visit",1.0,99.0,"B 63 4DT",10.0,3.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
62.0,1.0,"£50-£100","1 Visit",1.0,62.0,"BL 8 4JA",6.0,2.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
56.0,2.0,"£50-£100","2 Visits",2.0,56.0,"DN35 9AD",31.0,7.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
88.0,2.0,"£50-£100","2 Visits",2.0,88.0,"NN 6 7HN",3.0,1.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
51.0,1.0,"£50-£100","1 Visit",1.0,51.0,"TN24 0RG",9.0,3.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
82.0,1.0,"£50-£100","1 Visit",1.0,82.0,"L 18 8AR",32.0,7.0,"MRS","Female",1948.0,46.0,"46-55 years","Non-responder"
527.0,43.0,"Over £500","5 Or More Visits",45.0,547.0,"CV22 7RR",10.0,3.0,"Mr","Male",1948.0,46.0,"46-55 years","Responder"
96.0,14.0,"£50-£100","5 Or More Visits",15.0,108.0,"BS20 9DR",5.0,1.0,"MR","Male",1948.0,46.0,"46-55 years","Responder"
96.0,1.0,"£50-£100","1 Visit",2.0,101.0,"BS22 0BA",42.0,10.0,"MR","Male",1948.0,46.0,"46-55 years","Responder"
90.0,9.0,"£50-£100","5 Or More Visits",17.0,223.0,"WR 9 0DY",46.0,11.0,"MR","Male",1948.0,46.0,"46-55 years","Responder"
50.0,5.0,"£50-£100","5 Or More Visits",6.0,56.0,"TW 7 4QW",8.0,2.0,"MR","Male",1948.0,46.0,"46-55 years","Responder"
54.0,6.0,"£50-£100","5 Or More Visits",10.0,102.0,"B 79 8EX",10.0,3.0,"MR","Male",1948.0,46.0,"46-55 years","Responder"
80.0,4.0,"£50-£100","4 Visits",10.0,244.0,"CM15 0NE",9.0,3.0,"MR","Male",1948.0,46.0,"46-55 years","Responder"
96.0,5.0,"£50-£100","5 Or More Visits",10.0,179.0,"WF12 8PN",17.0,4.0,"MR","Male",1948.0,46.0,"46-55 years","Responder"
93.0,2.0,"£50-£100","2 Visits",2.0,93.0,"WA 5 2SX",2.0,1.0,"Mr","Male",1948.0,46.0,"46-55 years","Non-responder"
129.0,9.0,"£100-£150","5 Or More Visits",9.0,129.0,"WS13 6DG",9.0,3.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
78.0,6.0,"£50-£100","5 Or More Visits",6.0,78.0,"IG 3 9ER",30.0,7.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
57.0,2.0,"£50-£100","2 Visits",2.0,57.0,"S 66 7DW",13.0,4.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
55.0,4.0,"£50-£100","4 Visits",4.0,55.0,"SP11 7DY",6.0,2.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
100.0,4.0,"£50-£100","4 Visits",4.0,100.0,"RH15 8JU",44.0,10.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
65.0,3.0,"£50-£100","3 Visits",3.0,65.0,"SL 1 2HY",34.0,8.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
68.0,2.0,"£50-£100","2 Visits",2.0,68.0,"BA12 8LL",31.0,7.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"BN11 2PN",32.0,7.0,"MR","Male",1948.0,46.0,"46-55 years","Non-responder"
