tractor_id,day,vibration_index,heat_index,oil_pressure,sensor_error_code
T-121,19,12.6,69.04,49.91,0
T-121,20,12.5,69.48,44.83,0
T-121,21,10.79,72.37,43.49,0
T-121,22,10.06,75.88,49.52,0
T-121,23,11.6,69.42,47.33,0
T-121,24,11.65,74.84,44.68,0
T-121,25,10.59,72.84,42.38,0
T-121,26,11.11,80.79,61.4,0
T-121,27,9.37,72.58,40.4,0
T-121,28,12.52,75.14,48.66,1
T-121,29,12.54,75.83,58.94,0
T-121,30,11.57,72.9,56.48,0
T-122,1,8.52,64.59,41.76,0
T-122,2,6.98,68.04,51.64,0
T-122,3,7.2,67.67,55.28,0
T-122,4,8.67,66.33,33.48,0
T-122,5,8.07,66.44,45.74,0
T-122,6,9.06,66.38,50.3,0
T-122,7,7.68,62.88,41.47,0
T-122,8,8.74,66.2,51.89,0
T-122,9,7.96,67.24,49.06,0
T-122,10,7.28,65.97,46.41,0
T-122,11,8.93,59.47,43.08,0
T-122,12,7.01,60.24,52.19,0
T-122,13,8.07,62.55,43.89,0
T-122,14,8.18,64.66,36.14,0
T-122,15,7.88,62.71,50.18,0
T-122,16,8.99,66.94,40.09,0
T-122,17,8.57,68.58,36.83,0
T-122,18,8.45,69.0,51.04,0
T-122,19,8.07,66.01,48.7,0
T-122,20,9.86,68.25,43.07,0
T-122,21,9.46,63.31,51.83,0
T-122,22,8.92,64.55,53.39,0
T-122,23,8.76,61.5,51.92,0
T-122,24,7.4,68.62,51.63,0
T-122,25,7.95,70.9,37.16,0
T-122,26,8.64,63.95,60.35,0
T-122,27,9.05,58.49,54.46,0
T-122,28,8.89,62.13,42.39,0
T-122,29,8.58,63.05,49.91,0
T-122,30,10.0,61.02,51.43,0
T-123,1,9.53,71.13,49.88,0
T-123,2,7.53,63.42,51.03,0
T-123,3,9.11,61.63,54.51,1
T-123,4,9.39,63.41,44.92,0
T-123,5,9.29,63.57,43.52,0
T-123,6,6.24,68.33,59.61,0
T-123,7,9.8,63.46,54.63,0
T-123,8,7.36,61.52,49.46,0
T-123,9,6.16,65.3,56.37,0
T-123,10,9.77,60.53,54.32,0
T-123,11,8.51,68.2,57.55,0
T-123,12,8.55,66.8,40.86,0
T-123,13,7.67,63.2,49.49,0
T-123,14,8.18,63.53,59.04,0
T-123,15,7.86,65.75,63.42,0
T-123,16,7.38,61.69,45.71,0
T-123,17,8.02,62.64,51.27,0
T-123,18,8.11,64.32,50.15,0
T-123,19,6.68,61.04,40.05,0
T-123,20,8.06,63.64,47.7,0
T-123,21,6.21,61.78,37.37,0
T-123,22,9.92,69.28,48.66,0
T-123,23,7.9,63.79,41.7,0
T-123,24,6.93,62.16,51.36,0
T-123,25,8.51,67.02,47.52,0
T-123,26,7.25,63.11,47.39,0
T-123,27,7.97,61.69,62.43,0
T-123,28,8.46,67.66,50.57,0
T-123,29,6.98,64.03,65.03,0
T-123,30,9.95,67.52,53.57,0
T-124,1,6.16,66.75,60.75,0
T-124,2,7.82,67.03,45.01,0
T-124,3,8.96,68.52,47.45,1
T-124,4,7.63,65.05,50.13,0
T-124,5,6.53,67.39,57.2,0
T-124,6,7.84,67.15,57.32,0
T-124,7,7.14,66.62,48.15,0
T-124,8,8.49,64.03,37.93,0
T-124,9,8.77,65.52,51.97,0
T-124,10,6.94,63.23,42.65,0
T-124,11,7.29,65.04,38.08,0
T-124,12,8.76,61.49,39.89,0
T-124,13,7.14,62.63,52.61,0
T-124,14,6.92,64.15,60.89,0
T-124,15,6.82,62.17,50.31,1
T-124,16,8.35,63.48,51.69,0
T-124,17,8.31,64.51,59.46,0
T-124,18,7.32,66.21,37.64,0
T-124,19,8.01,67.85,54.16,0
T-124,20,9.53,63.61,49.91,0
T-124,21,7.03,69.01,54.53,0
T-124,22,6.05,67.82,46.13,0
T-124,23,8.46,66.51,43.46,0
T-124,24,7.89,65.46,51.12,0
T-124,25,7.29,65.96,63.19,0
T-124,26,8.65,68.56,56.89,0
T-124,27,8.84,68.67,45.94,0
T-124,28,5.79,69.0,39.27,0
T-124,29,7.35,65.12,36.54,0
T-124,30,10.32,66.66,60.53,0
T-125,1,9.22,66.61,48.35,0
T-125,2,6.93,63.48,52.5,0
T-125,3,7.67,66.86,64.41,0
T-125,4,9.0,66.26,53.33,0
T-125,5,8.54,63.65,51.53,0
T-125,6,7.76,60.94,49.2,0
T-125,7,8.39,61.57,47.14,0
T-125,8,7.45,67.24,51.05,0
T-125,9,8.16,69.28,47.79,0
T-125,10,8.69,65.0,47.4,0
T-125,11,9.29,69.21,56.57,0
T-125,12,8.66,64.84,42.74,0
T-125,13,9.36,61.57,48.0,0
T-125,14,6.56,64.37,44.5,0
T-125,15,5.79,69.48,50.94,0
T-125,16,5.82,63.19,56.83,0
T-125,17,9.12,64.59,52.8,0
T-125,18,8.6,68.56,48.23,0
T-125,19,7.28,68.35,57.52,2
T-125,20,7.62,65.92,57.06,0
T-125,21,8.34,66.6,50.32,0
T-125,22,7.28,68.19,62.74,0
T-125,23,7.18,65.93,53.36,0
T-125,24,7.35,68.84,53.14,0
T-125,25,7.26,67.02,40.38,0
T-125,26,8.04,64.56,36.53,0
T-125,27,9.66,66.3,50.51,0
T-125,28,6.99,63.84,57.98,0
T-125,29,7.93,62.1,52.63,0
T-125,30,8.46,61.58,57.61,0
T-126,1,13.15,76.8,43.81,0
T-126,2,9.33,77.08,51.79,0
T-126,3,10.97,63.08,44.44,0
T-126,4,12.04,73.8,53.48,0
T-126,5,11.58,74.81,32.71,0
T-126,6,12.64,81.41,46.1,0
T-126,7,9.22,75.24,64.37,2
T-126,8,13.98,66.77,53.52,0
T-126,9,12.29,77.15,51.33,0
T-126,10,13.54,70.98,65.88,0
T-126,11,12.81,68.92,31.31,0
T-126,12,11.48,70.83,43.48,0
T-126,13,9.57,77.71,46.79,0
T-126,14,10.65,81.29,56.87,0
T-126,15,13.88,77.41,57.01,0
T-126,16,13.58,78.16,43.07,0
T-126,17,10.57,77.37,57.98,0
T-126,18,7.27,75.51,46.77,0
T-126,19,11.18,78.48,59.69,0
T-126,20,11.07,62.91,41.74,0
T-126,21,11.13,75.56,49.01,0
T-126,22,12.29,69.78,46.08,0
T-126,23,12.81,80.81,58.45,0
T-126,24,12.99,74.26,45.82,0
T-126,25,12.17,75.15,49.66,0
T-126,26,8.8,67.47,54.05,0
T-126,27,10.99,80.08,54.36,0
T-126,28,14.96,78.14,57.1,2
T-126,29,12.06,77.78,51.69,0
T-126,30,12.05,70.93,46.65,0
T-127,1,10.94,71.98,58.23,0
T-127,2,14.44,71.18,57.65,0
T-127,3,11.69,79.32,59.77,0
T-127,4,12.27,68.35,40.3,0
T-127,5,13.83,76.33,57.03,0
T-127,6,11.69,73.88,42.53,0
T-127,7,13.8,81.98,56.31,0
T-127,8,12.37,78.9,44.1,0
T-127,9,12.38,68.8,52.82,0
T-127,10,10.17,72.2,62.28,0
T-127,11,13.16,74.93,57.46,0
T-127,12,10.59,72.2,42.62,0
T-127,13,11.22,79.54,40.89,0
T-127,14,13.39,75.85,56.21,0
T-127,15,10.95,74.03,60.56,0
T-127,16,12.02,79.9,53.44,0
T-127,17,11.42,69.11,45.91,0
T-127,18,11.47,73.67,50.33,0
T-127,19,11.28,76.24,53.46,0
T-127,20,9.95,74.29,49.28,0
T-127,21,12.32,59.48,42.63,0
T-127,22,12.45,76.7,58.51,0
T-127,23,10.63,77.51,65.03,0
T-127,24,10.84,69.94,61.41,0
T-127,25,12.87,64.09,32.63,0
T-127,26,11.1,71.61,59.25,0
T-127,27,11.64,73.98,54.63,0
T-127,28,10.18,74.45,44.74,0
T-127,29,11.4,65.16,34.3,0
T-127,30,10.19,76.02,49.09,0
T-128,1,8.53,64.83,59.15,0
T-128,2,8.6,63.49,58.29,0
T-128,3,6.34,63.09,56.81,0
T-128,4,8.09,65.85,47.46,0
T-128,5,10.44,66.89,60.81,0
T-128,6,6.66,64.62,57.31,0
T-128,7,7.91,65.86,51.7,0
T-128,8,9.94,64.89,51.92,0
T-128,9,9.1,65.3,47.57,0
T-128,10,7.49,64.4,42.72,0
T-128,11,8.21,65.05,59.9,0
T-128,12,8.0,73.09,60.5,0
T-128,13,7.25,65.93,42.93,0
T-128,14,7.93,66.94,48.77,0
T-128,15,7.72,66.31,48.85,0
T-128,16,8.11,64.21,49.74,0
T-128,17,7.25,68.88,50.51,0
T-128,18,6.72,64.13,57.57,0
T-128,19,7.96,68.17,44.02,0
T-128,20,9.72,64.0,43.23,0
T-128,21,8.08,62.12,59.89,0
T-128,22,7.67,66.1,46.3,0
T-128,23,8.75,61.69,39.9,0
T-128,24,7.84,66.61,46.12,0
T-128,25,9.87,61.42,47.36,0
T-128,26,8.0,64.04,62.44,0
T-128,27,8.7,60.7,57.4,0
T-128,28,7.25,73.47,59.18,0
T-128,29,8.5,60.04,56.56,0
T-128,30,8.28,65.03,57.57,0
T-129,1,8.7,65.17,54.51,0
T-129,2,7.49,67.49,54.02,0
T-129,3,8.22,67.41,57.31,0
T-129,4,8.05,66.42,53.84,0
T-129,5,7.12,63.09,54.37,0
T-129,6,8.93,63.47,52.42,0
T-129,7,8.08,63.11,47.28,0
T-129,8,7.47,62.06,41.54,0
T-129,9,7.1,62.01,35.14,0
T-129,10,8.85,61.73,47.36,0
T-129,11,8.27,66.01,53.49,0
T-129,12,7.31,65.37,51.91,0
T-129,13,7.5,62.22,55.09,0
T-129,14,8.01,59.87,48.99,0
T-129,15,8.06,63.89,71.78,0
T-129,16,8.19,69.44,66.22,0
T-129,17,6.23,65.02,37.86,1
T-129,18,8.12,67.4,55.25,0
T-129,19,6.78,65.54,57.75,0
T-129,20,9.42,64.83,33.02,0
T-129,21,9.04,60.58,51.34,0
T-129,22,9.16,63.78,54.14,0
T-129,23,5.54,63.4,49.96,0
T-129,24,7.7,69.44,53.09,0
T-129,25,7.92,65.55,50.63,0
T-129,26,8.57,68.83,55.62,0
T-129,27,8.9,68.38,62.39,0
T-129,28,9.28,62.46,56.16,0
T-129,29,5.68,65.0,59.4,0
T-129,30,7.2,70.05,41.54,0
T-130,1,8.63,62.61,45.35,1
T-130,2,8.56,69.04,50.61,0
T-130,3,6.69,63.35,37.32,2
T-130,4,8.31,61.92,36.02,2
T-130,5,9.18,70.02,50.74,2
T-130,6,8.98,66.41,53.47,0
T-130,7,8.03,73.15,61.15,1
T-130,8,8.32,59.23,57.09,0
T-130,9,8.91,65.62,55.08,0
T-130,10,6.86,66.46,60.16,0
T-130,11,8.47,65.08,53.92,1
T-130,12,6.03,63.91,47.25,0
T-130,13,8.86,68.74,57.3,0
T-130,14,7.62,66.4,57.0,0
T-130,15,7.91,59.93,49.94,0
T-130,16,7.44,62.39,40.4,0
T-130,17,7.96,61.51,35.72,0
T-130,18,8.26,64.64,56.74,0
T-130,19,8.75,67.85,53.83,0
T-130,20,9.3,63.86,54.95,0
T-130,21,8.05,64.24,57.04,1
T-130,22,6.34,62.06,42.81,0
T-130,23,9.31,67.28,34.99,0
T-130,24,6.53,68.7,54.13,0
T-130,25,7.58,64.9,59.58,0
T-130,26,7.51,69.74,52.81,0
T-130,27,8.01,63.37,38.11,0
T-130,28,6.74,60.81,51.93,0
T-130,29,6.69,67.41,41.0,0
T-130,30,7.98,64.71,37.66,0
T-131,1,8.13,65.85,47.86,0
T-131,2,6.76,69.13,35.9,0
T-131,3,7.07,65.28,51.25,0
T-131,4,7.3,65.62,49.9,0
T-131,5,8.78,61.51,50.99,0
T-131,6,8.17,61.52,54.52,0
T-131,7,7.61,65.19,46.69,0
T-131,8,8.41,65.25,45.04,0
T-131,9,7.25,65.87,57.21,0
T-131,10,8.74,68.81,47.37,0
T-131,11,8.45,61.65,46.05,0
T-131,12,7.78,70.07,45.36,0
T-131,13,7.84,60.53,54.76,0
T-131,14,7.66,66.12,48.32,1
T-131,15,9.0,61.26,67.7,0
T-131,16,8.22,67.17,50.46,0
T-131,17,7.78,60.55,40.35,0
T-131,18,7.03,56.8,46.51,0
T-131,19,8.59,65.44,55.24,0
T-131,20,8.54,64.63,45.2,0
T-131,21,7.47,68.32,49.86,1
T-131,22,7.58,65.23,57.83,0
T-131,23,7.88,62.77,59.03,0
T-131,24,6.85,63.38,45.8,0
T-131,25,8.07,74.65,47.95,0
T-131,26,6.35,62.38,50.77,2
T-131,27,6.72,66.57,60.74,0
T-131,28,7.49,66.21,41.2,0
T-131,29,7.37,66.64,52.88,0
T-131,30,8.45,66.4,50.44,0
T-132,1,6.39,63.1,55.78,0
T-132,2,8.07,66.94,47.47,0
T-132,3,7.43,67.53,61.15,0
T-132,4,8.97,63.95,43.45,0
T-132,5,6.55,65.05,51.36,2
T-132,6,7.46,63.05,43.79,0
T-132,7,9.81,69.95,53.37,0
T-132,8,7.06,64.64,49.87,0
T-132,9,7.76,62.23,48.76,0
T-132,10,6.78,62.85,59.51,0
T-132,11,6.65,65.38,44.77,0
T-132,12,9.55,67.26,54.69,0
T-132,13,8.17,60.99,43.85,0
T-132,14,8.13,70.54,50.9,0
T-132,15,6.3,65.93,40.44,0
T-132,16,8.36,66.4,44.7,0
T-132,17,9.16,64.71,49.34,0
T-132,18,9.15,65.06,64.52,0
T-132,19,8.67,64.56,50.81,0
T-132,20,6.87,68.05,63.24,0
T-132,21,8.31,64.98,51.76,0
T-132,22,8.67,67.3,46.9,0
T-132,23,6.21,63.7,62.31,0
T-132,24,6.88,65.59,53.5,0
T-132,25,8.89,62.59,44.86,0
T-132,26,8.88,68.65,53.76,0
T-132,27,6.45,62.5,47.66,0
T-132,28,8.8,64.03,34.09,0
T-132,29,8.1,64.06,57.49,0
T-132,30,8.78,63.94,58.76,0
T-133,1,5.71,66.8,63.05,0
T-133,2,6.67,61.58,61.81,0
T-133,3,6.64,63.75,30.56,0
T-133,4,6.63,62.83,52.06,0
T-133,5,7.61,64.69,52.1,0
T-133,6,8.78,64.25,49.82,0
T-133,7,7.37,63.86,46.52,0
T-133,8,7.69,64.17,62.5,0
T-133,9,7.69,65.8,49.78,0
T-133,10,8.9,64.17,24.9,0
T-133,11,8.89,64.48,46.46,0
T-133,12,8.16,70.98,66.57,2
T-133,13,9.28,68.12,41.06,0
T-133,14,7.62,63.5,59.74,0
T-133,15,9.75,65.32,58.34,0
T-133,16,7.39,65.09,47.95,0
T-133,17,6.03,65.24,51.51,0
T-133,18,6.74,64.94,49.44,0
T-133,19,6.65,65.26,45.78,0
T-133,20,7.26,64.24,44.65,0
T-133,21,9.13,63.16,61.37,0
T-133,22,7.55,63.84,48.61,0
T-133,23,6.65,59.79,43.82,0
T-133,24,6.54,67.09,54.39,0
T-133,25,7.94,66.45,53.41,0
T-133,26,9.52,71.03,38.06,0
T-133,27,8.22,61.41,44.85,0
T-133,28,8.94,63.79,36.41,0
T-133,29,8.4,68.5,70.4,0
T-133,30,6.47,66.08,47.1,0
T-134,1,16.25,88.64,61.71,0
T-134,2,13.88,92.78,52.92,0
T-134,3,9.69,85.29,53.45,0
T-134,4,15.39,83.71,56.16,0
T-134,5,10.44,76.54,43.0,0
T-134,6,14.93,84.76,37.39,0
T-134,7,12.96,87.16,35.97,0
T-134,8,14.97,74.08,51.85,0
T-134,9,11.61,91.41,57.89,0
T-134,10,16.06,80.73,57.3,0
T-134,11,14.58,83.82,43.35,0
T-134,12,13.81,88.59,60.84,0
T-134,13,11.11,84.96,66.34,0
T-134,14,18.12,93.42,54.86,0
T-134,15,12.69,88.77,61.9,0
T-134,16,15.03,84.11,56.99,0
T-134,17,12.6,66.28,48.16,0
T-134,18,22.05,90.98,44.68,0
T-134,19,14.8,77.92,37.1,0
T-134,20,13.27,90.11,46.44,0
T-134,21,15.71,87.94,48.11,0
T-134,22,16.0,83.81,48.28,0
T-134,23,15.29,90.72,49.1,0
T-134,24,13.85,88.13,31.65,0
T-134,25,15.38,86.97,56.23,0
T-134,26,14.19,74.7,57.16,0
T-134,27,14.45,85.24,52.97,0
T-134,28,12.93,77.54,40.65,0
T-134,29,11.57,78.42,52.94,0
T-134,30,15.63,82.83,50.18,0
T-135,1,6.74,68.88,46.41,0
T-135,2,7.76,66.27,54.22,0
T-135,3,8.43,65.92,50.3,0
T-135,4,6.88,72.65,42.23,0
T-135,5,7.43,66.68,55.08,0
T-135,6,7.85,62.2,60.03,0
T-135,7,7.83,59.95,60.57,2
T-135,8,8.75,66.14,55.39,0
T-135,9,8.94,60.78,55.5,0
T-135,10,8.22,62.0,40.71,0
T-135,11,9.21,65.91,44.63,0
T-135,12,7.63,68.12,48.65,0
T-135,13,8.84,64.14,54.74,0
T-135,14,7.39,61.38,45.2,0
T-135,15,8.3,64.56,47.54,0
T-135,16,8.64,64.18,54.48,0
T-135,17,8.06,65.35,51.1,0
T-135,18,7.04,61.39,52.67,2
T-135,19,6.33,62.49,43.78,0
T-135,20,8.56,68.07,47.44,0
T-135,21,7.73,67.28,46.24,0
T-135,22,7.8,68.49,49.99,0
T-135,23,9.5,59.45,46.53,1
T-135,24,7.05,62.34,45.45,0
T-135,25,8.74,67.97,51.0,0
T-135,26,7.26,66.78,66.77,0
T-135,27,7.82,66.22,54.67,0
T-135,28,6.91,63.91,35.76,0
T-135,29,7.26,63.14,52.81,0
T-135,30,8.41,65.1,45.88,1
T-136,1,8.93,61.67,44.32,0
T-136,2,6.62,61.99,58.74,0
T-136,3,9.75,62.17,46.06,0
T-136,4,6.44,65.97,53.68,0
T-136,5,6.86,63.3,65.81,0
T-136,6,7.74,71.22,49.4,0
T-136,7,9.92,70.71,58.9,0
T-136,8,7.69,64.98,63.37,1
T-136,9,7.97,70.87,58.22,0
T-136,10,9.43,69.46,49.87,0
T-136,11,7.7,63.65,55.14,0
T-136,12,6.82,58.97,39.7,0
T-136,13,7.58,64.35,43.76,0
T-136,14,9.37,63.07,45.16,0
T-136,15,8.07,65.62,67.92,0
T-136,16,9.93,65.27,43.5,0
T-136,17,8.74,65.19,43.38,0
T-136,18,7.36,66.57,41.65,0
T-136,19,8.05,61.36,54.48,0
T-136,20,7.15,66.23,51.14,0
T-136,21,7.33,63.68,58.69,0
T-136,22,12.48,65.6,55.37,0
T-136,23,9.02,67.87,38.96,0
T-136,24,8.86,61.33,43.54,1
T-136,25,7.38,64.16,60.92,0
T-136,26,9.57,64.64,48.37,0
T-136,27,9.1,63.46,59.5,0
T-136,28,9.88,67.7,48.8,0
T-136,29,9.83,62.84,42.26,0
T-136,30,6.52,63.33,47.57,0
T-137,1,11.63,77.66,41.09,0
T-137,2,13.07,69.99,48.46,0
T-137,3,10.31,69.37,59.03,0
T-137,4,11.8,73.49,63.01,0
T-137,5,10.48,76.36,35.75,0
T-137,6,8.85,65.79,48.25,0
T-137,7,13.61,73.79,60.16,0
T-137,8,10.85,77.59,46.82,0
T-137,9,10.24,78.58,56.34,0
T-137,10,10.63,69.98,56.94,0
T-137,11,14.24,76.86,45.11,0
T-137,12,13.47,79.97,53.43,0
T-137,13,11.17,78.03,53.92,0
T-137,14,12.79,72.94,57.28,0
T-137,15,9.89,63.07,37.0,0
T-137,16,12.29,76.05,60.34,0
T-137,17,10.85,82.89,55.49,0
T-137,18,12.15,79.12,40.96,0
T-137,19,9.44,78.77,48.98,0
T-137,20,10.61,75.84,56.7,0
T-137,21,11.77,79.48,41.38,0
T-137,22,11.76,76.52,42.6,0
T-137,23,9.31,66.27,50.15,0
T-137,24,10.04,79.46,46.51,0
T-137,25,12.14,70.69,52.01,0
T-137,26,11.96,75.34,56.58,0
T-137,27,12.48,78.7,52.18,0
T-137,28,11.79,71.25,49.92,0
T-137,29,9.92,70.07,56.62,0
T-137,30,10.97,77.39,49.16,0
T-138,1,7.3,59.7,40.06,0
T-138,2,7.91,66.75,54.23,0
T-138,3,8.19,62.18,47.42,0
T-138,4,9.03,60.84,55.66,0
T-138,5,7.11,61.04,60.14,0
T-138,6,7.74,66.8,46.91,0
T-138,7,8.04,65.42,58.95,0
T-138,8,8.66,67.35,67.77,0
T-138,9,7.09,67.01,50.53,0
T-138,10,6.68,63.74,56.28,0
T-138,11,8.67,64.79,45.28,1
T-138,12,6.48,63.47,50.15,0
T-138,13,9.28,64.37,48.59,0
T-138,14,7.84,62.1,56.38,0
T-138,15,6.45,66.17,59.64,0
T-138,16,7.52,68.23,49.12,0
T-138,17,8.38,62.55,62.27,0
T-138,18,7.47,68.84,62.24,0
T-138,19,8.02,65.34,56.77,0
T-138,20,8.74,65.72,45.87,0
T-138,21,7.8,59.9,45.11,0
T-138,22,7.06,59.58,43.5,0
T-138,23,7.7,65.43,57.59,0
T-138,24,9.41,67.37,40.31,0
T-138,25,9.69,62.99,55.41,0
T-138,26,5.98,70.01,41.35,0
T-138,27,9.09,67.2,56.59,0
T-138,28,8.25,62.27,50.14,0
T-138,29,8.92,65.09,60.67,0
T-138,30,7.45,72.43,59.13,0
T-139,1,13.83,85.4,48.98,0
T-139,2,14.05,90.2,57.07,0
T-139,3,14.97,80.89,55.61,0
T-139,4,13.84,82.67,36.87,0
T-139,5,14.99,79.22,51.48,0
T-139,6,15.03,76.87,41.27,0
T-139,7,13.65,79.84,51.13,0
T-139,8,15.16,88.37,45.31,0
T-139,9,13.33,83.52,64.67,0
T-139,10,18.5,79.86,71.31,0
T-139,11,15.1,98.07,48.04,0
T-139,12,15.72,80.79,50.79,0
T-139,13,14.11,88.75,31.72,0
T-139,14,13.06,87.0,36.85,0
T-139,15,16.17,86.49,53.09,0
T-139,16,15.16,74.01,49.74,0
T-139,17,9.27,92.62,53.37,0
T-139,18,18.35,86.92,43.62,0
T-139,19,15.98,90.51,52.42,0
T-139,20,13.74,91.83,29.76,0
T-139,21,15.71,95.28,45.13,0
T-139,22,15.34,79.01,53.73,0
T-139,23,15.49,80.69,63.57,0
T-139,24,12.76,81.51,49.06,0
T-139,25,14.64,79.8,54.72,0
T-139,26,15.1,92.93,44.65,0
T-139,27,16.96,78.98,53.55,0
T-139,28,14.71,82.72,46.05,0
T-139,29,15.36,75.21,65.64,0
T-139,30,12.68,89.39,47.37,0
T-140,1,16.25,80.88,50.95,2
T-140,2,15.44,83.8,57.33,0
T-140,3,12.47,94.42,46.64,0
T-140,4,15.06,75.09,37.23,0
T-140,5,15.21,89.62,42.6,0
T-140,6,14.34,82.17,50.3,0
T-140,7,16.28,82.69,46.1,0
T-140,8,13.78,78.94,52.43,0
T-140,9,13.96,83.51,60.23,0
T-140,10,13.17,79.11,46.81,0
T-140,11,13.6,81.75,59.76,0
T-140,12,14.2,70.21,49.07,0
T-140,13,14.13,74.6,52.71,0
T-140,14,14.04,87.02,49.06,0
T-140,15,16.35,92.57,52.92,0
T-140,16,17.51,104.38,54.31,0
T-140,17,11.94,90.55,55.13,0
T-140,18,17.46,81.91,50.03,0
T-140,19,15.85,73.1,23.35,0
T-140,20,12.71,88.24,54.76,0
T-140,21,13.84,76.28,34.24,0
T-140,22,15.07,80.16,45.14,0
T-140,23,11.19,90.32,30.87,0
T-140,24,14.33,86.77,63.59,0
T-140,25,15.55,79.43,53.34,0
T-140,26,13.01,74.76,47.39,0
T-140,27,11.54,86.27,61.35,0
T-140,28,14.9,87.01,54.26,0
T-140,29,18.92,94.02,51.0,0
T-140,30,13.07,70.05,53.16,0
T-141,1,7.75,54.53,56.24,0
T-141,2,8.01,61.25,51.93,0
T-141,3,8.23,68.48,53.36,0
T-141,4,7.02,63.19,45.44,0
T-141,5,8.56,64.74,50.91,0
T-141,6,7.72,64.65,52.51,0
T-141,7,6.67,67.14,63.65,1
T-141,8,7.57,63.78,43.4,0
T-141,9,9.42,64.03,55.79,0
T-141,10,8.22,65.57,49.08,0
T-141,11,8.0,67.54,55.96,0
T-141,12,7.6,68.49,49.04,0
T-141,13,7.68,64.04,59.42,0
T-141,14,8.22,63.53,44.06,0
T-141,15,7.73,64.56,51.14,0
T-141,16,8.45,69.01,53.51,0
T-141,17,8.32,67.33,44.55,0
T-141,18,6.81,63.56,52.44,0
T-141,19,8.53,60.16,58.06,0
T-141,20,7.05,68.32,49.46,0
T-141,21,7.0,68.66,56.0,0
T-141,22,7.97,61.67,44.61,1
T-141,23,8.26,63.66,41.23,0
T-141,24,8.61,67.63,55.56,0
T-141,25,5.84,66.16,45.53,0
T-141,26,8.79,59.02,36.59,0
T-141,27,8.41,61.62,43.92,0
T-141,28,7.27,66.74,60.78,0
T-141,29,7.76,65.75,58.48,0
T-141,30,8.2,67.0,41.04,0
T-142,1,10.43,66.46,45.69,0
T-142,2,7.92,65.06,57.49,0
T-142,3,9.12,65.93,32.08,0
T-142,4,8.96,65.41,38.46,0
T-142,5,6.52,61.62,49.14,2
T-142,6,8.31,61.27,62.41,2
T-142,7,8.15,64.76,51.81,0
T-142,8,8.33,65.24,39.19,0
T-142,9,7.25,65.03,40.42,0
T-142,10,6.88,67.03,63.38,0
T-142,11,7.52,64.35,45.03,1
T-142,12,7.9,66.69,42.46,0
T-142,13,9.18,64.57,61.82,0
T-142,14,9.82,70.47,58.09,0
T-142,15,9.4,65.24,60.19,0
T-142,16,8.86,72.02,42.4,0
T-142,17,7.0,66.06,37.8,0
T-142,18,7.59,64.36,51.07,0
T-142,19,8.21,62.3,52.68,1
T-142,20,7.37,60.67,52.92,0
T-142,21,8.58,62.03,61.83,0
T-142,22,8.72,62.36,36.13,0
T-142,23,8.54,66.18,56.88,0
T-142,24,9.03,63.42,41.23,0
T-142,25,7.1,65.56,56.85,0
T-142,26,8.93,68.85,46.2,0
T-142,27,7.3,64.74,43.49,0
T-142,28,7.06,71.24,45.12,0
T-142,29,8.53,61.47,38.44,0
T-142,30,9.22,64.55,50.32,0
T-143,1,8.87,67.41,33.27,0
T-143,2,9.44,62.37,49.77,0
T-143,3,8.4,62.36,46.49,0
T-143,4,7.12,67.09,51.0,0
T-143,5,8.6,61.24,49.39,0
T-143,6,9.27,65.96,46.12,0
T-143,7,8.64,67.41,54.5,0
T-143,8,6.68,60.57,58.2,2
T-143,9,6.53,66.94,46.74,0
T-143,10,8.64,67.69,38.41,0
T-143,11,7.69,63.91,38.94,0
T-143,12,8.31,64.53,53.38,1
T-143,13,7.28,59.64,60.37,0
T-143,14,8.13,64.67,35.49,0
T-143,15,6.9,60.42,41.86,0
T-143,16,8.25,62.93,47.34,0
T-143,17,8.73,63.79,33.68,0
T-143,18,8.78,61.53,49.23,0
T-143,19,6.69,61.26,52.9,0
T-143,20,8.47,61.41,53.84,0
T-143,21,7.41,68.66,46.8,0
T-143,22,9.53,64.79,47.15,0
T-143,23,8.96,68.8,41.83,0
T-143,24,8.03,63.79,35.83,0
T-143,25,10.18,63.85,48.5,0
T-143,26,7.27,63.73,53.27,0
T-143,27,7.94,56.05,50.13,0
T-143,28,8.54,66.52,58.87,0
T-143,29,10.03,64.68,52.76,0
T-143,30,9.46,65.15,55.28,0
T-144,1,9.67,60.14,43.45,1
T-144,2,8.67,65.73,48.3,0
T-144,3,8.43,64.25,41.23,0
T-144,4,9.22,62.81,40.22,1
T-144,5,8.33,65.26,54.15,0
T-144,6,7.3,59.66,45.81,0
T-144,7,7.61,66.86,42.68,0
T-144,8,8.73,64.45,40.32,0
T-144,9,8.62,64.2,37.89,0
T-144,10,8.45,67.86,34.35,0
T-144,11,6.86,63.39,50.89,0
T-144,12,8.81,65.78,28.98,0
T-144,13,7.93,64.61,53.77,0
T-144,14,8.6,74.65,53.71,0
T-144,15,7.17,66.47,49.21,0
T-144,16,9.97,61.58,50.59,0
T-144,17,8.25,70.26,47.72,0
T-144,18,7.58,68.13,51.8,0
T-144,19,8.65,65.13,51.71,0
T-144,20,8.86,63.69,60.41,0
T-144,21,8.63,61.02,62.26,0
T-144,22,7.01,66.29,62.02,0
T-144,23,9.14,62.97,43.62,0
T-144,24,7.66,62.36,56.06,0
T-144,25,7.98,67.33,54.05,2
T-144,26,5.79,69.63,44.81,0
