Student_ID,Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate (%),Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade,Parental_Education,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Access_to_Resources,Peer_Study_Group,Health_Metrics
S05476,21,Female,45,Kinesthetic,4,Yes,57,54,93,Yes,High,0,4,D,High School,43350.0,10,86,8,False,True,Poor
S05477,25,Male,23,Kinesthetic,11,No,91,91,88,Yes,High,7,6,A,Master's,104975.45,18,46,10,False,False,Poor
S05478,18,Female,8,Auditory,4,No,54,72,55,Yes,Medium,1,9,B,Master's,94696.74999999999,23,51,23,True,False,Average
S05479,20,Male,28,Auditory,20,Yes,89,94,68,Yes,Medium,24,6,A,Master's,136690.15,16,48,7,True,True,Average
S05480,26,Female,43,Kinesthetic,18,No,73,70,72,No,High,7,6,B,Master's,111107.24999999999,11,108,5,True,False,Poor
S05481,29,Female,12,Visual,16,No,88,42,58,Yes,Medium,20,8,D,High School,20891.0,21,36,28,False,False,Average
S05482,23,Female,37,Auditory,0,Yes,56,96,73,Yes,High,16,7,A,Master's,102627.15,13,116,2,True,True,Poor
S05483,20,Female,26,Visual,18,No,65,58,88,Yes,Low,4,4,C,Bachelor's,61276.0,17,34,17,True,True,Poor
S05484,28,Female,34,Kinesthetic,3,Yes,84,44,67,Yes,High,8,5,D,High School,29674.0,14,120,17,False,True,Poor
S05485,18,Male,13,Reading/Writing,20,No,67,44,53,No,Medium,21,5,D,High School,23338.0,21,156,27,False,False,Poor
S05486,26,Male,13,Auditory,19,Yes,77,52,67,Yes,Low,24,6,D,High School,25595.0,21,55,25,False,True,Average
S05487,28,Male,27,Visual,18,No,70,88,54,No,Medium,25,5,A,Master's,115614.09999999999,16,103,9,True,False,Poor
S05488,18,Male,34,Kinesthetic,11,Yes,100,64,58,Yes,Low,2,7,C,Bachelor's,57024.0,14,40,12,False,True,Average
S05489,18,Male,44,Auditory,13,No,87,86,88,Yes,Low,5,9,A,PhD,224271.84999999998,11,81,1,True,True,Excellent
S05490,22,Female,40,Kinesthetic,9,No,68,42,74,Yes,High,6,5,D,High School,25527.0,12,69,14,True,False,Poor
S05491,21,Male,34,Kinesthetic,9,Yes,71,64,74,Yes,Low,0,9,C,Bachelor's,63409.0,14,26,12,False,True,Excellent
S05492,21,Other,17,Visual,19,No,65,74,88,Yes,Medium,7,8,B,PhD,146559.44999999998,20,62,17,True,False,Average
S05493,21,Female,41,Auditory,3,No,99,77,74,Yes,Medium,10,7,B,Master's,129117.4,12,66,4,True,False,Average
S05494,22,Male,29,Kinesthetic,18,No,59,46,57,No,High,8,5,D,High School,20290.0,16,162,18,False,False,Poor
S05495,20,Female,48,Reading/Writing,11,No,72,67,78,Yes,Medium,5,8,C,Bachelor's,64582.0,9,102,4,True,False,Average
S05496,28,Other,36,Visual,12,Yes,76,91,82,No,Medium,2,10,A,Master's,109469.65,13,56,4,True,False,Average
S05497,19,Male,37,Auditory,11,No,63,65,51,Yes,Medium,13,6,C,Bachelor's,78837.0,13,163,9,False,False,Average
S05498,20,Male,9,Auditory,16,No,99,71,100,Yes,Low,10,7,B,Master's,107327.2,22,107,22,True,False,Average
S05499,25,Female,38,Kinesthetic,0,Yes,90,49,73,Yes,Low,25,5,D,High School,41697.0,13,118,13,False,True,Poor
S05500,25,Female,36,Reading/Writing,20,Yes,59,49,56,Yes,Medium,27,8,D,High School,38762.0,13,42,14,False,False,Average
S05501,18,Male,15,Visual,18,Yes,80,95,71,Yes,High,22,8,A,PhD,147865.84999999998,20,72,13,True,False,Poor
S05502,29,Male,35,Kinesthetic,5,Yes,59,69,85,No,High,23,10,C,Bachelor's,54523.0,14,82,9,False,False,Poor
S05503,28,Female,11,Reading/Writing,18,No,81,51,52,Yes,High,22,6,D,High School,46749.0,22,177,26,False,True,Poor
S05504,22,Female,43,Kinesthetic,14,No,71,41,100,No,Low,24,6,D,High School,45365.0,11,18,12,False,False,Average
S05505,20,Male,38,Reading/Writing,13,No,83,79,68,Yes,Low,7,10,B,Master's,126095.2,13,64,6,True,True,Excellent
S05506,22,Male,33,Kinesthetic,17,No,62,62,98,Yes,Medium,21,10,C,Bachelor's,65125.0,14,25,12,False,False,Average
S05507,28,Male,13,Auditory,8,No,71,92,60,No,Low,19,6,A,Master's,102926.15,21,90,15,True,True,Average
S05508,22,Female,35,Kinesthetic,14,Yes,99,71,65,No,Medium,15,4,B,PhD,171427.05,14,72,9,True,True,Poor
S05509,22,Female,43,Auditory,16,Yes,64,47,79,No,Medium,19,9,D,High School,33634.0,11,103,11,True,False,Average
S05510,20,Male,48,Visual,10,Yes,59,90,53,Yes,Medium,28,9,A,Master's,106761.4,9,99,0,True,False,Average
S05511,28,Female,18,Kinesthetic,16,Yes,77,55,74,Yes,Medium,25,10,C,Bachelor's,74796.0,19,94,22,False,True,Average
S05512,23,Female,22,Auditory,19,No,78,85,80,Yes,High,18,4,A,Master's,121120.29999999999,18,111,12,False,False,Poor
S05513,29,Female,35,Kinesthetic,3,Yes,77,62,67,Yes,Low,22,6,C,Bachelor's,68793.0,14,19,11,False,True,Average
S05514,27,Female,25,Kinesthetic,9,No,61,92,89,No,Low,3,9,A,Master's,108482.95,17,51,9,True,False,Excellent
S05515,20,Female,45,Visual,18,Yes,58,74,81,Yes,High,3,5,B,PhD,193366.74999999997,10,75,3,True,True,Poor
S05516,22,Female,24,Kinesthetic,2,Yes,85,88,74,Yes,Low,28,8,A,Master's,92405.95,17,59,11,True,True,Excellent
S05517,25,Male,40,Reading/Writing,19,No,73,92,99,Yes,Medium,28,9,A,PhD,202541.44999999998,12,50,2,True,False,Average
S05518,18,Female,19,Reading/Writing,5,Yes,75,60,65,No,Medium,20,5,C,Bachelor's,77082.0,19,114,20,False,True,Poor
S05519,20,Female,14,Auditory,19,Yes,87,62,91,Yes,High,1,9,C,Bachelor's,62713.0,21,73,22,False,False,Poor
S05520,24,Male,46,Kinesthetic,0,No,60,72,73,Yes,Low,10,10,B,Master's,109494.95,10,76,4,False,False,Excellent
S05521,26,Female,33,Visual,5,Yes,50,81,80,Yes,Medium,25,7,B,Master's,119093.99999999999,14,74,7,True,True,Average
S05522,29,Male,36,Auditory,10,No,95,71,57,Yes,High,2,8,B,Master's,95398.24999999999,13,123,9,True,False,Poor
S05523,18,Male,5,Reading/Writing,6,Yes,94,62,67,Yes,High,12,9,C,Bachelor's,70833.0,24,132,26,False,True,Poor
S05524,29,Other,45,Reading/Writing,19,No,100,55,68,Yes,Medium,15,8,C,Bachelor's,69564.0,10,66,8,True,True,Average
S05525,21,Female,11,Auditory,8,Yes,55,78,98,Yes,Medium,25,9,B,PhD,197469.94999999998,22,11,19,True,True,Average
S05526,27,Male,35,Visual,6,No,52,87,77,Yes,High,4,5,A,Master's,118410.9,14,58,5,True,False,Poor
S05527,27,Female,32,Visual,4,No,54,91,55,Yes,Medium,4,4,A,Master's,136928.19999999998,15,94,6,False,False,Poor
S05528,24,Female,14,Visual,19,No,57,94,83,Yes,Low,1,6,A,PhD,219124.44999999998,21,113,14,True,True,Average
S05529,19,Female,7,Visual,2,No,56,59,98,No,Medium,9,8,C,Bachelor's,66669.0,23,39,26,True,True,Average
S05530,24,Female,31,Auditory,2,Yes,50,46,98,Yes,Medium,24,6,D,High School,27670.0,15,79,17,True,False,Average
S05531,18,Female,15,Kinesthetic,16,No,86,74,69,No,Low,20,10,B,PhD,158568.9,20,70,18,True,False,Excellent
S05532,29,Female,32,Auditory,8,No,57,80,83,Yes,High,1,4,B,Master's,130098.34999999999,15,89,9,True,False,Poor
S05533,20,Other,25,Kinesthetic,19,Yes,74,53,51,Yes,High,30,6,D,High School,31144.0,17,52,18,False,True,Poor
S05534,24,Female,43,Visual,20,No,64,58,74,Yes,High,2,10,C,Bachelor's,77110.0,11,51,8,True,False,Poor
S05535,18,Female,22,Kinesthetic,8,Yes,78,96,97,Yes,Medium,27,9,A,Master's,103182.59999999999,18,35,10,True,True,Average
S05536,22,Male,22,Reading/Writing,19,No,69,55,90,No,Low,28,7,C,Bachelor's,66881.0,18,92,20,False,False,Average
S05537,18,Female,47,Reading/Writing,13,Yes,81,54,79,Yes,Low,15,9,D,High School,28398.0,10,31,7,False,True,Excellent
S05538,22,Female,47,Reading/Writing,15,Yes,76,64,58,No,Medium,2,4,C,Bachelor's,74524.0,10,124,5,False,True,Poor
S05539,21,Male,38,Kinesthetic,12,Yes,83,53,55,Yes,Low,29,5,D,High School,23395.0,13,45,12,True,True,Poor
S05540,18,Female,21,Kinesthetic,4,Yes,51,54,89,Yes,High,16,6,D,High School,34937.0,18,56,20,False,True,Poor
S05541,29,Male,15,Auditory,6,No,59,59,87,Yes,Low,24,9,C,Bachelor's,70231.0,20,47,22,False,True,Excellent
S05542,25,Male,45,Auditory,1,No,82,72,85,Yes,Medium,19,7,B,Master's,122065.59999999999,10,90,4,False,False,Average
S05543,22,Male,49,Reading/Writing,15,Yes,87,95,81,No,Low,13,6,A,PhD,157182.0,9,34,0,True,False,Average
S05544,26,Male,29,Reading/Writing,11,Yes,76,97,90,Yes,Medium,4,6,A,Master's,113760.29999999999,16,38,5,True,False,Average
S05545,24,Male,47,Auditory,11,Yes,90,48,90,No,Low,9,10,D,High School,41506.0,10,101,9,False,False,Excellent
S05546,21,Male,31,Auditory,7,No,64,97,100,Yes,Low,1,8,A,Master's,118586.84999999999,15,97,4,True,False,Excellent
S05547,23,Female,9,Visual,3,Yes,68,77,58,Yes,Medium,4,6,B,Master's,112800.04999999999,22,52,20,False,True,Average
S05548,26,Female,27,Visual,11,No,80,84,91,Yes,Medium,27,5,B,Master's,107914.84999999999,16,76,10,True,True,Poor
S05549,23,Female,35,Visual,16,Yes,62,52,79,Yes,High,7,9,D,High School,40336.0,14,74,14,False,True,Poor
S05550,26,Male,36,Visual,8,Yes,85,77,57,No,Medium,5,10,B,Master's,114051.24999999999,13,112,7,True,True,Average
S05551,26,Male,27,Visual,3,Yes,72,86,60,No,Low,28,8,A,PhD,172432.15,16,141,9,True,True,Excellent
S05552,28,Male,24,Kinesthetic,16,No,71,96,80,Yes,Medium,4,4,A,PhD,148324.69999999998,17,80,9,False,False,Poor
S05553,23,Male,14,Visual,10,Yes,91,72,73,Yes,High,25,6,B,Master's,135451.59999999998,21,92,20,False,True,Poor
S05554,23,Male,45,Reading/Writing,17,Yes,58,96,55,Yes,Medium,23,8,A,PhD,138167.9,10,91,0,True,False,Average
S05555,22,Female,44,Reading/Writing,9,No,65,45,89,No,Low,3,7,D,High School,21878.0,11,48,11,True,False,Average
S05556,28,Female,43,Kinesthetic,15,Yes,76,72,67,No,Medium,24,9,B,PhD,216142.49999999997,11,129,5,False,False,Average
S05557,24,Male,44,Kinesthetic,15,Yes,97,66,56,Yes,Medium,30,10,C,Bachelor's,51993.0,11,177,6,False,True,Average
S05558,19,Male,46,Kinesthetic,20,No,68,53,92,Yes,Medium,14,7,D,High School,24049.0,10,86,8,False,False,Average
S05559,25,Male,28,Reading/Writing,5,No,96,100,95,No,Medium,30,9,A,Master's,129725.74999999999,16,69,6,True,False,Average
S05560,28,Female,32,Reading/Writing,12,Yes,69,66,50,No,Low,17,5,C,Bachelor's,56755.0,15,39,12,False,False,Poor
S05561,22,Female,44,Auditory,20,Yes,75,55,88,Yes,Low,4,4,C,Bachelor's,59945.0,11,19,9,False,True,Poor
S05562,27,Male,8,Kinesthetic,9,Yes,84,100,75,Yes,Medium,8,7,A,Master's,130528.45,23,76,16,True,True,Average
S05563,26,Male,5,Kinesthetic,5,No,52,98,69,Yes,High,7,6,A,PhD,145282.94999999998,24,105,17,True,False,Poor
S05564,29,Male,44,Kinesthetic,5,No,60,69,67,Yes,Low,12,6,C,Bachelor's,76717.0,11,28,5,True,False,Average
S05565,18,Male,34,Auditory,0,Yes,60,89,78,Yes,High,28,9,A,Master's,102806.54999999999,14,51,5,True,False,Poor
S05566,20,Female,14,Visual,20,No,66,80,58,No,High,30,5,B,Master's,95839.84999999999,21,39,18,False,False,Poor
S05567,27,Female,28,Kinesthetic,10,No,90,86,62,Yes,Medium,11,8,A,Master's,136840.8,16,157,9,True,False,Average
S05568,19,Male,47,Auditory,1,No,70,79,65,Yes,Medium,27,4,B,PhD,180272.84999999998,10,178,1,True,True,Poor
S05569,20,Female,39,Visual,16,No,90,92,88,Yes,Medium,0,4,A,Master's,116397.24999999999,12,23,2,True,True,Poor
S05570,18,Other,13,Auditory,19,No,62,88,53,Yes,Medium,24,9,A,Master's,104589.04999999999,21,109,16,True,False,Average
S05571,23,Female,21,Visual,2,No,61,87,97,Yes,Medium,16,5,A,Master's,129537.15,18,42,12,True,False,Poor
S05572,24,Female,33,Reading/Writing,19,Yes,77,77,63,Yes,High,28,6,B,Master's,121743.59999999999,14,55,8,True,False,Poor
S05573,20,Female,15,Auditory,8,No,71,85,55,Yes,Medium,8,6,A,Master's,130820.54999999999,20,114,15,True,False,Average
S05574,25,Female,44,Kinesthetic,4,No,71,54,88,Yes,Low,25,4,D,High School,24873.0,11,74,9,False,False,Poor
S05575,27,Male,42,Reading/Writing,12,No,100,59,93,Yes,Medium,28,8,C,Bachelor's,54935.0,11,97,9,False,False,Average
S05576,28,Male,16,Auditory,13,Yes,82,68,74,Yes,High,10,9,C,Bachelor's,59436.0,20,81,20,True,True,Poor
S05577,27,Other,33,Kinesthetic,2,No,66,65,100,Yes,Medium,9,4,C,Bachelor's,66870.0,14,13,11,False,False,Poor
S05578,27,Female,23,Kinesthetic,11,Yes,84,83,62,No,High,11,8,B,Master's,135833.4,18,66,12,True,True,Poor
S05579,18,Male,37,Kinesthetic,17,No,96,46,70,Yes,Low,1,9,D,High School,45000.0,13,113,14,False,False,Excellent
S05580,22,Female,36,Kinesthetic,13,Yes,99,85,70,Yes,Medium,9,7,A,Master's,136426.8,13,34,5,True,False,Average
S05581,25,Female,11,Reading/Writing,7,No,56,50,89,No,High,24,8,D,High School,29663.0,22,25,26,False,False,Poor
S05582,24,Male,39,Visual,19,Yes,91,80,85,Yes,Medium,29,10,B,Master's,110128.59999999999,12,27,5,True,False,Average
S05583,29,Male,23,Kinesthetic,9,No,99,68,55,Yes,Medium,7,10,C,Bachelor's,67472.0,18,148,16,False,False,Average
S05584,18,Male,39,Reading/Writing,8,Yes,93,100,84,Yes,High,4,6,A,Master's,134750.09999999998,12,13,0,True,True,Poor
S05585,28,Female,21,Reading/Writing,11,No,89,68,92,Yes,Medium,7,8,C,Bachelor's,57267.0,18,14,17,False,False,Average
S05586,27,Female,18,Reading/Writing,0,No,65,65,86,No,High,22,6,C,Bachelor's,63149.0,19,91,19,False,False,Poor
S05587,19,Male,26,Visual,9,Yes,75,88,58,Yes,Low,6,7,A,PhD,187468.4,17,48,10,True,True,Average
S05588,24,Male,48,Auditory,12,Yes,94,82,62,Yes,High,20,10,B,Master's,105661.99999999999,9,42,0,True,False,Poor
S05589,25,Male,20,Visual,2,No,78,71,99,No,High,15,6,B,Master's,116230.49999999999,19,106,17,True,False,Poor
S05590,19,Male,25,Visual,1,No,63,71,69,Yes,High,1,10,B,Master's,110158.49999999999,17,138,14,True,False,Poor
S05591,25,Female,47,Visual,20,Yes,88,81,86,Yes,Medium,14,7,B,PhD,191519.84999999998,10,50,0,True,True,Average
S05592,25,Female,5,Visual,18,No,97,56,94,Yes,Medium,9,6,C,Bachelor's,72713.0,24,84,28,False,False,Average
S05593,20,Female,46,Reading/Writing,7,Yes,100,80,73,No,Medium,13,5,B,PhD,224470.8,10,62,2,True,True,Poor
S05594,24,Male,17,Visual,11,Yes,64,69,80,Yes,High,1,8,C,Bachelor's,68570.0,20,40,18,False,True,Poor
S05595,29,Female,19,Auditory,9,Yes,66,97,52,Yes,Low,15,8,A,Master's,130267.4,19,150,10,True,False,Excellent
S05596,23,Male,10,Kinesthetic,1,No,89,96,50,No,Medium,25,5,A,PhD,189255.49999999997,22,49,16,True,False,Poor
S05597,26,Male,41,Kinesthetic,19,Yes,79,92,69,Yes,High,9,4,A,Master's,127030.15,12,76,1,False,False,Poor
S05598,21,Male,9,Visual,8,No,90,45,55,Yes,Low,4,6,D,High School,24862.0,22,108,28,True,False,Average
S05599,27,Male,31,Visual,1,Yes,55,93,62,Yes,High,26,9,A,Master's,115451.95,15,100,5,True,False,Poor
S05600,27,Female,20,Visual,3,Yes,50,73,86,Yes,Medium,12,4,B,Master's,132206.3,19,106,16,True,True,Poor
S05601,29,Other,20,Reading/Writing,1,Yes,91,70,61,No,High,16,7,B,Master's,123223.65,19,42,17,True,True,Poor
S05602,24,Male,48,Kinesthetic,16,No,61,47,99,Yes,Medium,16,6,D,High School,38107.0,9,44,9,True,False,Average
S05603,26,Male,41,Kinesthetic,7,No,100,40,98,Yes,Medium,11,7,D,High School,26983.0,12,47,14,False,False,Average
S05604,20,Male,45,Reading/Writing,9,No,53,99,82,Yes,Medium,5,5,A,Master's,92488.75,10,97,0,True,False,Poor
S05605,20,Female,26,Visual,3,No,81,89,91,Yes,High,10,5,A,Master's,100670.99999999999,17,93,9,True,False,Poor
S05606,19,Male,45,Reading/Writing,19,Yes,91,64,56,No,Medium,11,7,C,Bachelor's,58378.0,10,18,6,False,False,Average
S05607,27,Female,41,Kinesthetic,3,Yes,77,85,94,Yes,Low,14,5,A,Master's,117360.95,12,90,2,True,False,Poor
S05608,23,Male,7,Auditory,14,Yes,55,68,79,Yes,Medium,19,9,C,Bachelor's,66732.0,23,60,24,True,False,Average
S05609,26,Female,44,Visual,19,Yes,66,79,81,Yes,Medium,28,7,B,Master's,126464.34999999999,11,52,3,True,True,Average
S05610,22,Male,21,Kinesthetic,20,Yes,58,56,95,No,Medium,1,4,C,Bachelor's,66123.0,18,36,20,False,True,Poor
S05611,22,Female,36,Visual,14,No,52,66,57,Yes,Medium,29,9,C,Bachelor's,70472.0,13,169,10,True,True,Average
S05612,22,Male,9,Kinesthetic,13,No,54,77,67,Yes,Low,1,6,B,PhD,182585.5,22,160,20,True,True,Average
S05613,29,Female,31,Visual,11,No,64,88,51,Yes,Low,29,8,A,Master's,96967.99999999999,15,108,7,False,False,Excellent
S05614,27,Female,46,Kinesthetic,12,Yes,100,52,100,Yes,Medium,13,4,D,High School,38493.0,10,57,9,False,False,Poor
S05615,19,Other,27,Visual,1,No,90,84,98,Yes,Low,5,10,B,PhD,183924.09999999998,16,117,10,True,False,Excellent
S05616,22,Female,20,Kinesthetic,8,Yes,89,78,83,Yes,Medium,8,9,B,Master's,128981.7,19,21,15,True,True,Average
S05617,28,Female,42,Auditory,6,No,71,93,52,Yes,High,28,9,A,Master's,107541.09999999999,11,169,0,False,False,Poor
S05618,29,Male,26,Reading/Writing,20,Yes,90,75,79,Yes,Low,26,4,B,Master's,93002.79999999999,17,23,13,True,True,Poor
S05619,24,Male,49,Kinesthetic,16,Yes,52,47,98,Yes,Low,21,10,D,High School,27295.0,9,12,8,True,False,Excellent
S05620,22,Female,31,Reading/Writing,20,No,77,84,59,Yes,Low,7,10,B,Master's,130818.24999999999,15,21,8,True,False,Excellent
S05621,25,Female,46,Auditory,10,No,88,42,71,Yes,Medium,8,4,D,High School,20874.0,10,55,11,False,False,Poor
S05622,26,Male,48,Reading/Writing,2,No,57,43,51,No,Medium,9,10,D,High School,42399.0,9,87,10,False,False,Average
S05623,27,Female,47,Auditory,0,No,77,43,68,Yes,High,8,4,D,High School,34419.0,10,42,10,False,True,Poor
S05624,27,Male,42,Auditory,18,Yes,60,85,55,No,Low,2,6,A,Master's,98123.74999999999,11,120,2,True,True,Average
S05625,24,Male,10,Visual,7,Yes,87,84,65,Yes,Low,11,8,B,Master's,109459.29999999999,22,69,19,False,False,Excellent
S05626,24,Female,13,Auditory,7,Yes,56,52,80,Yes,High,0,7,D,High School,42702.0,21,25,25,True,True,Poor
S05627,29,Male,11,Auditory,8,Yes,71,85,52,No,Medium,16,7,A,Master's,117993.45,22,51,17,True,True,Average
S05628,28,Male,10,Kinesthetic,6,No,57,69,82,No,Low,8,6,C,Bachelor's,73362.0,22,115,22,False,False,Average
S05629,29,Female,31,Auditory,20,Yes,93,88,54,Yes,Low,29,9,A,Master's,126508.04999999999,15,159,7,False,True,Excellent
S05630,21,Male,35,Auditory,9,Yes,57,54,83,No,High,22,9,D,High School,44381.0,14,12,13,True,True,Poor
S05631,29,Male,18,Kinesthetic,18,No,54,90,90,Yes,Medium,23,5,A,Master's,92164.45,19,81,13,True,False,Poor
S05632,19,Male,35,Visual,3,No,75,60,96,No,Low,10,8,C,Bachelor's,78518.0,14,57,12,True,False,Excellent
S05633,29,Female,13,Kinesthetic,2,Yes,96,41,79,No,Medium,10,9,D,High School,44964.0,21,88,27,False,True,Average
S05634,18,Female,26,Kinesthetic,13,Yes,50,72,71,Yes,Low,26,7,B,Master's,131289.75,17,32,14,True,False,Average
S05635,25,Female,36,Reading/Writing,19,Yes,59,98,58,No,High,10,5,A,Master's,105679.24999999999,13,69,2,True,True,Poor
S05636,26,Female,32,Kinesthetic,10,Yes,98,51,85,Yes,Medium,5,8,D,High School,39898.0,15,57,16,False,True,Average
S05637,22,Female,13,Reading/Writing,1,Yes,84,46,80,Yes,Medium,17,7,D,High School,34881.0,21,102,26,False,True,Average
S05638,20,Female,30,Kinesthetic,0,Yes,73,90,65,No,Medium,24,9,A,Master's,137433.05,15,19,7,True,False,Average
S05639,27,Female,32,Visual,19,Yes,94,56,52,Yes,High,25,5,C,Bachelor's,55271.0,15,133,15,False,False,Poor
S05640,25,Male,28,Reading/Writing,12,No,51,63,62,Yes,Medium,14,10,C,Bachelor's,72282.0,16,133,15,False,False,Average
S05641,25,Female,30,Reading/Writing,4,Yes,64,69,79,Yes,Low,17,8,C,Bachelor's,74678.0,15,37,12,True,True,Excellent
S05642,24,Female,22,Kinesthetic,12,No,82,66,86,No,Medium,6,5,C,Bachelor's,72832.0,18,71,17,False,False,Poor
S05643,27,Male,26,Visual,11,No,98,68,87,Yes,Medium,2,7,C,Bachelor's,51703.0,17,59,15,True,False,Average
S05644,26,Male,15,Reading/Writing,10,No,74,65,84,No,Low,3,5,C,Bachelor's,67396.0,20,89,20,False,False,Poor
S05645,22,Male,45,Visual,11,Yes,94,63,71,Yes,Medium,12,6,C,Bachelor's,52979.0,10,64,6,False,True,Average
S05646,21,Female,46,Kinesthetic,0,Yes,55,76,66,Yes,Medium,29,5,B,Master's,113240.49999999999,10,169,3,True,True,Poor
S05647,24,Male,8,Visual,20,Yes,82,54,55,No,Medium,5,6,D,High School,36995.0,23,34,27,True,True,Average
S05648,19,Male,28,Kinesthetic,16,No,73,63,54,Yes,Medium,19,9,C,Bachelor's,71392.0,16,82,15,False,False,Average
S05649,24,Male,45,Reading/Writing,9,Yes,72,43,55,No,Medium,15,7,D,High School,38358.0,10,175,11,False,True,Average
S05650,24,Female,15,Auditory,6,No,91,49,53,Yes,Medium,15,8,D,High School,33398.0,20,27,24,False,True,Average
S05651,21,Female,27,Visual,17,No,97,51,89,Yes,Low,19,6,D,High School,43679.0,16,100,18,True,False,Average
S05652,19,Female,37,Visual,11,Yes,77,66,84,Yes,Low,19,9,C,Bachelor's,75709.0,13,30,9,False,True,Excellent
S05653,23,Male,6,Visual,16,Yes,93,49,87,No,Medium,8,6,D,High School,20969.0,23,54,29,False,True,Average
S05654,19,Male,8,Auditory,13,Yes,63,96,96,No,Medium,12,4,A,Master's,115212.74999999999,23,58,17,False,False,Poor
S05655,29,Other,6,Visual,8,Yes,90,81,89,No,Medium,0,4,B,PhD,210226.9,23,75,21,False,True,Poor
S05656,21,Male,36,Visual,12,Yes,50,81,66,Yes,Medium,28,9,B,Master's,96677.04999999999,13,154,6,True,False,Average
S05657,19,Male,22,Visual,13,Yes,95,60,78,No,Medium,14,10,C,Bachelor's,74347.0,18,76,19,False,True,Average
S05658,23,Female,11,Auditory,10,Yes,61,49,69,Yes,Medium,27,9,D,High School,34052.0,22,22,26,True,False,Average
S05659,21,Female,31,Reading/Writing,4,Yes,97,55,94,Yes,Medium,21,7,C,Bachelor's,58615.0,15,52,15,True,True,Average
S05660,28,Male,25,Reading/Writing,17,Yes,50,82,93,Yes,Low,15,10,B,PhD,201106.24999999997,17,53,11,True,True,Excellent
S05661,29,Male,6,Reading/Writing,5,No,89,96,77,Yes,High,12,4,A,Master's,122011.54999999999,23,61,18,True,False,Poor
S05662,26,Female,7,Auditory,15,No,50,54,53,Yes,High,18,8,D,High School,31490.0,23,85,27,False,True,Poor
S05663,18,Male,37,Kinesthetic,5,Yes,75,41,87,Yes,Low,6,8,D,High School,45488.0,13,105,15,False,False,Excellent
S05664,23,Female,13,Kinesthetic,20,Yes,80,54,96,No,Low,28,10,D,High School,20008.0,21,92,24,False,True,Excellent
S05665,24,Female,30,Visual,15,Yes,94,81,88,Yes,Medium,7,8,B,Master's,112119.24999999999,15,86,9,True,True,Average
S05666,23,Male,25,Visual,15,Yes,79,55,63,Yes,Medium,12,9,C,Bachelor's,70103.0,17,81,18,True,True,Average
S05667,28,Female,11,Reading/Writing,6,No,71,68,72,Yes,Medium,17,4,C,Bachelor's,66882.0,22,116,22,False,False,Poor
S05668,28,Female,15,Visual,0,No,84,99,60,No,High,7,9,A,Master's,135070.94999999998,20,169,12,True,False,Poor
S05669,21,Male,19,Reading/Writing,11,No,72,90,76,Yes,Low,30,5,A,Master's,114642.34999999999,19,107,12,False,False,Poor
S05670,24,Female,10,Kinesthetic,16,Yes,66,75,97,Yes,High,30,8,B,PhD,197428.55,22,33,21,False,True,Poor
S05671,29,Male,9,Kinesthetic,15,Yes,70,82,90,No,Low,21,7,B,PhD,227772.44999999998,22,47,19,False,True,Average
S05672,22,Male,47,Visual,2,Yes,89,42,63,No,Low,6,9,D,High School,20750.0,10,96,10,False,True,Excellent
S05673,18,Female,7,Visual,16,No,95,55,55,Yes,Medium,29,9,C,Bachelor's,55514.0,23,37,27,True,True,Average
S05674,25,Female,29,Kinesthetic,19,Yes,90,80,62,No,Low,21,10,B,Master's,108546.2,16,78,10,True,True,Excellent
S05675,23,Male,17,Auditory,7,Yes,68,87,80,Yes,Low,14,7,A,Master's,126744.95,20,80,14,True,True,Average
S05676,23,Male,19,Kinesthetic,7,No,55,49,80,Yes,Medium,30,7,D,High School,27534.0,19,81,22,False,False,Average
S05677,19,Female,22,Reading/Writing,1,Yes,50,49,52,Yes,Medium,2,7,D,High School,42709.0,18,91,21,True,False,Average
S05678,25,Female,41,Kinesthetic,0,Yes,53,89,54,Yes,Low,22,8,A,PhD,213760.84999999998,12,21,1,True,False,Excellent
S05679,27,Female,43,Kinesthetic,12,Yes,89,52,57,No,Low,19,8,D,High School,43164.0,11,156,10,False,False,Excellent
S05680,25,Female,19,Kinesthetic,8,No,53,94,99,Yes,Medium,0,10,A,Master's,103365.45,19,13,11,True,True,Average
S05681,21,Female,18,Kinesthetic,13,Yes,87,54,50,Yes,High,0,7,D,High School,22958.0,19,51,22,True,True,Poor
S05682,22,Male,26,Visual,8,Yes,67,54,85,Yes,High,25,4,D,High School,28649.0,17,42,18,False,True,Poor
S05683,23,Female,44,Reading/Writing,15,No,72,98,60,Yes,Low,10,7,A,Master's,134057.8,11,75,0,True,False,Average
S05684,22,Female,24,Kinesthetic,16,Yes,64,63,54,Yes,Medium,5,5,C,Bachelor's,59096.0,17,121,17,False,True,Poor
S05685,21,Male,10,Visual,12,Yes,84,96,88,Yes,Medium,5,7,A,Master's,107526.15,22,39,16,True,False,Average
S05686,22,Female,40,Kinesthetic,0,Yes,82,70,97,No,Low,4,6,B,Master's,103478.15,12,42,7,True,True,Average
