Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade
S04527,21,14.9,9.57,58.98,57.67,63.17,8.3,107228.5,15.44,102.6,17.3,3.33,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,78.49,C+
S04528,23,28.7,10.37,84.49,79.75,88.53,6.3,112395.48,17.24,68.7,11.5,2.85,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,90.75,A-
S04529,23,24.5,13.91,81.94,77.79,88.49,7.8,101793.51,18.22,77.1,8.6,3.6,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,89.5,B+
S04530,24,27.4,7.57,78.29,72.24,78.85,7.6,60760.03,14.56,55.7,16.5,2.95,Male,Visual,Yes,No,False,Medium,High_School_Diploma,Average,82.56,B-
S04531,23,36.9,10.47,83.07,79.53,89.3,6.4,78677.71,13.72,85.7,13.3,3.84,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,87.71,B+
S04532,20,27.0,10.24,77.64,70.55,91.9,7.1,123523.31,16.03,84.0,8.3,3.24,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,89.76,B+
S04533,21,21.8,9.12,64.95,76.66,75.59,7.3,118628.4,21.3,122.5,4.9,4.66,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,82.29,B-
S04534,19,13.6,7.53,55.27,50.65,62.08,8.4,111037.91,16.78,103.6,14.6,3.42,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,78.79,C+
S04535,22,27.4,11.81,76.75,59.72,72.13,7.3,47456.57,13.02,107.4,14.1,3.75,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Average,77.49,C+
S04536,23,21.5,6.46,76.09,76.99,83.35,8.1,114001.58,20.85,98.4,6.8,3.03,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,89.4,B+
S04537,20,23.6,9.92,64.96,69.6,72.22,8.3,117643.71,17.58,73.4,11.6,3.43,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,85.68,B
S04538,26,36.4,15.02,94.86,84.43,95.67,5.6,144960.72,14.83,104.5,13.6,4.0,Female,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Poor,97.15,A
S04539,22,26.0,6.61,77.95,73.32,84.3,9.0,89068.1,16.47,105.2,9.7,2.14,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,84.87,B
S04540,25,31.0,11.36,83.71,84.17,91.03,7.8,106158.01,15.17,67.1,10.9,3.37,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,92.4,A-
S04541,26,24.9,10.6,77.01,74.01,79.32,6.0,137985.06,14.79,153.6,21.1,3.27,Male,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,81.09,B-
S04542,23,29.8,12.55,81.18,77.53,97.3,5.9,152460.98,17.23,78.3,13.6,4.6,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Poor,96.37,A
S04543,21,19.3,10.09,74.27,66.86,83.91,8.7,103680.24,17.77,80.2,10.4,3.18,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,86.51,B
S04544,21,24.7,9.69,79.58,71.39,96.19,7.9,120785.41,17.58,87.1,7.9,4.11,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,90.91,A-
S04545,23,7.7,6.87,63.02,55.96,66.53,6.2,81515.29,17.21,123.2,13.5,4.8,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,71.51,C-
S04546,21,29.8,11.64,70.22,70.95,75.28,6.7,68460.86,15.37,34.7,13.9,3.48,Male,Visual,No,Yes,False,Medium,High_School_Diploma,Average,83.57,B
S04547,22,17.4,5.55,61.8,57.91,74.72,7.4,68243.28,12.61,107.7,18.6,4.25,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,75.0,C
S04548,24,17.5,9.79,68.96,72.02,80.57,5.8,111369.22,15.3,81.1,18.1,5.31,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Poor,83.69,B
S04549,18,38.9,14.04,80.29,64.32,86.1,5.6,47108.56,12.57,63.8,12.5,4.68,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Poor,83.15,B
S04550,23,28.1,8.04,79.38,77.16,87.12,6.7,42467.01,16.74,79.4,7.1,3.34,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,84.04,B
S04551,23,20.4,11.03,77.01,63.74,74.69,6.9,89908.03,13.66,81.1,16.1,4.22,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,79.9,C+
S04552,22,17.4,7.84,65.7,59.0,73.79,6.3,91250.23,15.78,93.6,17.7,4.22,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,79.47,C+
S04553,24,19.5,10.06,67.7,71.88,74.78,6.4,82817.31,16.42,110.8,13.0,4.73,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,81.27,B-
S04554,21,21.5,6.29,78.9,68.86,92.39,8.8,46839.06,17.07,61.1,5.3,2.99,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Excellent,83.76,B
S04555,25,20.1,9.63,77.24,69.06,73.64,7.3,87871.84,16.58,121.4,13.9,3.45,Male,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,76.33,C
S04556,19,26.0,10.05,66.94,69.1,85.24,7.6,58072.32,17.21,78.2,11.0,3.66,Female,Visual,No,Yes,True,Medium,High_School_Diploma,Average,81.05,B-
S04557,20,21.6,9.14,70.18,65.87,72.32,9.3,69302.45,16.38,54.1,12.5,2.71,Male,Reading/Writing,No,No,False,Medium,High_School_Diploma,Excellent,79.44,C+
S04558,23,28.7,6.93,85.27,74.66,84.76,9.2,71234.04,14.4,84.0,11.5,2.17,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,84.07,B
S04559,21,37.3,14.97,82.1,67.94,69.26,6.4,60061.92,13.29,118.9,11.1,4.38,Male,Kinesthetic,Yes,Yes,False,High,High_School_Diploma,Average,81.07,B-
S04560,22,21.1,11.38,73.11,68.11,84.36,6.9,146717.42,16.63,126.3,16.1,4.69,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,84.72,B
S04561,23,13.8,8.82,72.87,66.76,84.42,7.2,110494.99,17.55,42.5,15.7,3.26,Female,Auditory,No,No,False,Medium,Associate_Degree,Average,85.09,B
S04562,21,41.5,14.1,86.01,82.51,95.28,5.4,91525.74,14.65,88.5,11.7,4.91,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,89.77,B+
S04563,21,25.9,13.23,77.19,69.73,85.44,6.4,151101.81,17.21,121.5,5.7,4.38,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,91.87,A-
S04564,20,25.8,10.32,62.21,68.18,72.14,6.9,63850.97,14.77,108.2,10.1,4.32,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,79.23,C+
S04565,19,39.5,10.45,87.43,73.23,97.27,8.1,93898.23,14.56,79.6,11.4,2.23,Male,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,88.14,B+
S04566,23,17.3,7.86,70.46,68.28,73.18,7.7,86469.2,17.83,113.5,14.0,4.15,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,79.62,C+
S04567,22,17.6,7.95,73.6,63.18,82.24,7.6,98808.29,17.75,79.8,18.2,3.65,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.89,B-
S04568,21,16.3,6.61,61.08,53.47,69.39,7.0,122314.35,12.53,124.5,19.8,4.9,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,72.84,C-
S04569,21,20.8,9.89,65.57,64.7,64.82,7.7,53385.19,17.93,89.8,10.7,4.29,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,78.68,C+
S04570,21,38.5,14.67,89.02,78.41,96.26,7.0,59003.94,12.19,70.3,10.4,4.03,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,86.17,B
S04571,22,28.6,11.18,79.36,73.76,80.95,7.2,92126.57,16.28,63.5,12.3,2.82,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,85.72,B
S04572,25,18.5,2.81,67.68,70.97,74.25,7.0,73768.54,14.25,95.1,18.7,3.87,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,78.18,C+
S04573,22,23.3,4.43,73.07,62.05,67.98,8.0,45218.12,14.28,104.6,16.8,4.45,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,74.64,C
S04574,21,23.0,9.33,81.87,67.23,90.14,7.7,55822.92,17.58,42.9,13.3,3.48,Female,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,83.21,B
S04575,24,16.0,6.87,73.21,70.67,85.2,9.6,131660.1,19.38,105.2,16.6,3.21,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Excellent,86.39,B
S04576,20,10.1,2.34,51.68,48.83,60.92,7.2,47971.04,13.59,108.7,19.1,4.51,Female,Auditory,No,Yes,False,High,High_School_Diploma,Average,70.0,C-
S04577,22,34.9,8.68,79.44,75.32,84.91,7.4,41159.46,13.5,94.7,12.6,4.4,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,81.64,B-
S04578,23,13.8,6.71,65.83,63.79,73.22,8.3,132672.7,17.05,115.9,15.6,3.9,Male,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,83.91,B
S04579,23,26.8,7.54,75.11,74.13,82.14,5.2,64777.45,16.45,58.6,12.2,3.91,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Poor,84.89,B
S04580,20,33.3,6.29,73.3,81.08,93.52,7.1,73465.19,15.41,51.7,11.3,3.3,Male,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,86.0,B
S04581,20,25.7,10.91,70.92,74.41,78.34,8.2,63979.36,19.19,58.4,5.9,2.58,Female,Visual,No,Yes,False,Medium,High_School_Diploma,Excellent,83.71,B
S04582,23,11.1,6.07,69.92,62.33,77.79,8.5,105380.88,19.47,110.7,11.1,3.3,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,82.83,B-
S04583,20,34.9,11.96,82.0,73.17,85.29,8.0,94291.15,14.86,65.9,9.3,4.06,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.04,B+
S04584,24,31.6,10.87,87.26,87.11,93.22,5.9,73292.67,14.79,25.0,14.2,3.68,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Poor,87.13,B+
S04585,25,26.4,9.52,77.74,83.18,86.6,7.0,112228.85,17.83,105.0,12.7,2.96,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,89.08,B+
S04586,18,22.5,9.53,60.14,61.92,68.19,9.0,79388.27,17.75,120.5,4.2,4.06,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,75.72,C
S04587,24,20.8,9.2,75.91,69.99,84.44,8.4,150293.11,13.69,93.6,17.1,2.81,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,88.3,B+
S04588,22,27.2,8.88,82.08,75.96,100.37,6.7,66873.97,16.77,47.1,6.5,3.09,Female,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,88.96,B+
S04589,22,10.0,6.69,51.55,48.53,54.07,7.9,69875.75,14.07,129.5,23.8,5.69,Female,Auditory,No,Yes,False,High,High_School_Diploma,Average,66.0,D
S04590,20,37.7,9.75,82.29,82.42,99.55,5.5,97490.46,15.19,65.1,9.1,5.25,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,91.09,A-
S04591,23,26.7,10.02,69.85,72.51,71.58,6.1,106706.88,16.11,112.6,13.9,4.46,Female,Visual,No,Yes,False,High,Associate_Degree,Average,85.1,B
S04592,21,25.0,16.47,74.27,66.17,75.98,6.7,94289.47,14.31,70.4,13.0,4.58,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,82.86,B-
S04593,22,31.5,10.49,83.96,72.63,96.26,7.6,89249.93,13.92,83.1,13.2,3.9,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,87.57,B+
S04594,21,27.0,10.66,82.03,63.17,88.21,8.8,117428.13,14.98,128.0,13.8,2.54,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,83.76,B
S04595,24,26.6,12.79,89.74,73.07,92.32,8.0,121510.48,14.25,76.5,15.4,3.44,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,89.21,B+
S04596,21,28.9,7.65,71.33,66.09,77.07,8.1,84873.08,14.05,87.2,14.8,2.81,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Excellent,82.75,B-
S04597,20,16.3,7.35,64.03,57.72,71.21,8.7,60820.84,14.36,84.7,11.6,3.44,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,75.82,C
S04598,24,25.5,12.47,78.23,75.11,82.77,6.9,161621.19,17.54,111.5,10.6,3.26,Male,Visual,Yes,Yes,True,Medium,Masters_Degree,Average,95.37,A
S04599,21,10.1,8.45,57.44,52.97,67.56,6.3,96467.01,15.58,108.4,21.1,4.7,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,73.26,C
S04600,25,30.8,13.45,80.72,78.9,89.1,5.6,124374.75,13.77,75.6,15.0,4.74,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Poor,91.14,A-
S04601,26,21.8,10.41,90.67,66.57,91.79,6.8,69010.95,13.92,73.7,12.4,2.65,Male,Reading/Writing,Yes,Yes,False,Low,High_School_Diploma,Average,85.78,B
S04602,24,20.2,4.02,68.55,66.65,67.48,7.7,102457.87,15.67,150.0,9.6,4.34,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,78.64,C+
S04603,20,30.4,16.13,74.0,69.36,73.5,6.4,72760.87,13.96,136.6,9.5,4.67,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,74.33,C
S04604,21,17.4,6.13,59.4,59.75,64.35,7.4,64076.98,16.68,89.6,14.5,4.5,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,76.55,C
S04605,22,20.6,10.32,67.47,75.79,74.73,8.5,127928.79,18.62,59.8,13.5,2.99,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,86.42,B
S04606,22,24.9,5.97,81.55,74.23,88.9,7.5,104292.12,19.18,80.8,6.4,3.34,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,90.06,A-
S04607,20,25.6,7.79,73.09,65.63,79.6,8.3,55664.0,16.24,85.6,9.5,2.95,Male,Visual,No,Yes,False,Medium,High_School_Diploma,Excellent,81.41,B-
S04608,22,24.8,9.5,76.11,82.51,92.03,7.0,74163.08,19.96,57.6,7.7,2.96,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,86.19,B
S04609,25,28.8,9.55,87.81,78.98,100.54,7.7,108555.42,15.14,62.0,18.3,2.58,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,90.21,A-
S04610,21,10.8,8.68,70.91,52.73,70.26,10.0,104597.94,18.99,111.7,11.0,3.19,Male,Auditory,No,Yes,False,Medium,Associate_Degree,Excellent,79.8,C+
S04611,18,36.2,9.58,77.55,71.66,84.52,7.1,99523.9,15.49,58.2,12.0,3.88,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,86.82,B
S04612,18,31.4,9.62,70.79,63.86,80.52,6.8,100354.03,14.23,108.1,11.7,3.85,Female,Visual,No,Yes,True,Medium,Associate_Degree,Average,85.34,B
S04613,23,39.4,15.93,88.42,74.08,82.0,5.4,110585.34,12.53,106.8,17.9,4.96,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Poor,88.61,B+
S04614,22,20.2,7.29,70.61,68.21,80.52,7.6,91176.79,17.72,53.1,13.3,3.18,Female,Reading/Writing,No,No,False,Medium,Some_College_No_Degree,Average,84.36,B
S04615,23,24.2,11.63,75.58,70.0,80.31,7.4,105103.53,15.29,96.2,10.5,4.04,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,87.97,B+
S04616,19,28.5,15.68,71.77,66.14,79.32,7.5,132298.15,15.88,92.2,10.5,4.2,Female,Visual,No,Yes,False,High,Bachelors_Degree,Average,89.93,B+
S04617,22,36.8,14.32,76.53,79.93,84.9,6.0,89549.43,12.21,102.0,14.4,4.48,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,84.55,B
S04618,22,28.7,9.01,73.13,74.91,79.45,6.4,89388.65,15.75,89.9,13.8,3.89,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,84.15,B
S04619,25,13.0,2.41,68.02,63.17,71.79,9.8,94970.44,16.64,104.4,17.5,3.0,Male,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Excellent,79.51,C+
S04620,19,31.4,12.74,78.27,66.24,83.94,8.0,114774.04,18.21,80.7,8.1,3.83,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.65,B+
S04621,22,31.3,13.13,74.93,79.26,81.66,7.2,106432.57,17.11,99.1,7.5,4.54,Male,Visual,No,Yes,True,High,Associate_Degree,Average,89.98,B+
S04622,23,22.9,11.07,77.71,64.27,78.77,6.9,104100.41,13.61,93.0,11.8,3.79,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,86.11,B
S04623,20,40.5,14.94,83.88,84.76,89.84,8.4,148109.11,16.24,101.4,-0.0,3.22,Male,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,99.78,A
S04624,22,29.4,14.08,84.91,70.44,89.46,7.5,76376.7,13.09,83.2,6.2,4.12,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,86.91,B
S04625,23,20.2,5.53,70.36,67.63,82.92,6.8,81982.71,12.06,81.5,14.3,3.97,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.36,B-
S04626,22,45.2,13.65,85.64,81.4,82.52,5.5,84985.38,11.56,96.6,13.7,5.08,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,87.06,B+
S04627,19,19.6,8.29,61.49,64.22,71.21,7.9,83792.31,19.57,91.9,11.8,4.78,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,79.2,C+
S04628,21,21.6,10.95,75.81,64.71,78.91,7.3,87258.29,16.16,78.5,14.0,3.67,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,81.95,B-
S04629,20,32.6,10.49,79.29,79.5,81.21,9.5,102934.58,18.03,80.6,2.1,2.92,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,90.96,A-
S04630,18,29.5,13.14,72.83,60.3,76.79,8.2,108317.94,15.59,80.0,11.2,3.39,Male,Visual,No,Yes,False,High,Associate_Degree,Excellent,86.48,B
S04631,22,23.5,14.2,76.28,74.67,85.43,7.3,158813.42,16.1,82.0,7.8,3.5,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,93.41,A
S04632,18,16.6,8.62,56.38,54.54,70.64,8.2,67751.35,15.91,75.5,7.1,3.69,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,77.94,C+
S04633,23,18.1,12.41,74.28,74.02,83.07,7.9,140167.12,23.25,78.0,12.3,3.49,Other,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,91.11,A-
S04634,25,14.1,6.7,66.48,63.06,70.87,7.0,74171.12,12.9,109.9,13.1,4.46,Male,Auditory,No,Yes,False,Medium,Some_College_No_Degree,Average,77.44,C+
S04635,23,20.4,9.59,69.44,70.59,81.11,7.4,123418.38,15.89,98.7,14.7,4.39,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,85.19,B
S04636,22,24.5,10.05,78.11,72.08,84.02,8.6,123153.31,16.27,94.1,13.8,3.37,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.56,B
S04637,28,27.1,3.89,86.42,89.41,95.34,6.1,99001.82,17.92,73.1,15.6,3.08,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,91.18,A-
S04638,23,11.7,7.35,62.49,52.47,62.13,7.8,74101.45,16.84,128.1,17.3,5.55,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,69.14,D
S04639,22,27.2,14.24,89.55,74.04,89.47,7.0,111701.23,18.78,70.6,9.7,3.09,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,89.89,B+
S04640,25,19.7,9.25,72.92,70.01,79.34,5.6,106051.95,13.69,101.1,15.3,4.96,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Poor,85.32,B
S04641,19,23.8,11.6,62.91,59.88,70.31,7.3,101241.34,14.73,62.8,16.5,4.76,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,82.12,B-
S04642,20,38.8,11.76,84.62,80.11,87.57,7.7,119470.13,18.86,95.9,4.6,3.72,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.08,A
S04643,20,21.8,6.03,66.86,64.64,78.41,8.6,64315.21,16.08,61.9,8.6,3.59,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,81.29,B-
S04644,21,14.2,6.11,63.38,59.42,76.41,8.6,71241.34,16.18,106.8,12.2,4.01,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,77.41,C+
S04645,24,18.4,3.06,60.25,67.99,70.6,7.9,85813.56,14.04,146.3,17.8,4.66,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,71.69,C-
S04646,26,19.7,6.96,81.23,80.77,93.87,6.3,105218.19,17.85,65.9,6.5,2.78,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,93.38,A
S04647,26,14.7,8.14,74.28,69.43,80.64,7.6,120328.64,16.86,106.7,13.7,4.37,Female,Auditory,No,Yes,False,Medium,Associate_Degree,Average,86.67,B
S04648,23,29.6,11.31,76.72,72.38,79.05,7.3,104055.7,12.42,61.3,12.1,4.09,Female,Visual,Yes,Yes,False,Medium,Associate_Degree,Average,89.02,B+
S04649,18,25.7,14.92,65.09,58.14,69.91,8.4,51927.07,14.6,74.8,10.1,3.62,Male,Visual,No,Yes,False,High,High_School_Diploma,Excellent,76.3,C
S04650,25,22.1,8.13,79.83,74.47,82.39,7.4,98535.61,16.43,94.3,11.0,3.01,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,85.71,B
S04651,22,11.2,4.15,58.68,62.7,72.09,6.9,74256.57,18.64,103.9,15.6,4.37,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,74.77,C
S04652,20,27.8,12.5,75.06,63.86,81.45,6.2,85016.64,12.58,91.3,13.5,3.93,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,82.09,B-
S04653,22,22.2,11.76,82.5,71.25,87.02,8.9,117282.38,18.7,94.9,5.5,3.28,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,89.23,B+
S04654,21,18.6,6.53,58.68,67.81,77.23,7.3,104356.75,17.94,103.2,13.0,4.68,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,83.23,B
S04655,20,26.1,8.8,68.67,67.76,79.81,8.4,79280.68,13.72,78.0,9.0,3.62,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Excellent,82.99,B-
S04656,24,7.5,6.15,62.4,58.25,71.76,6.8,108162.11,17.62,114.4,18.8,4.64,Male,Auditory,No,Yes,False,High,Associate_Degree,Average,79.01,C+
S04657,21,10.2,6.76,53.62,62.2,74.93,8.6,141076.84,18.57,94.5,15.4,3.02,Male,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,82.75,B-
S04658,23,42.7,11.55,86.07,90.82,94.08,6.5,136564.8,16.18,105.8,8.5,2.89,Male,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Average,98.22,A
S04659,24,36.9,11.22,89.03,89.33,99.35,6.9,140675.43,17.81,64.3,10.3,2.98,Female,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Average,99.52,A
S04660,20,23.1,13.52,69.38,69.72,82.76,7.8,159039.11,20.27,89.6,12.3,4.32,Male,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Average,90.5,A-
S04661,27,20.9,6.42,78.1,75.57,86.63,7.6,135351.71,15.36,129.7,15.1,3.78,Other,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,87.65,B+
S04662,22,12.1,11.1,72.21,64.63,85.11,8.6,118472.13,19.28,67.9,12.4,2.97,Female,Auditory,No,Yes,False,Medium,Associate_Degree,Excellent,84.03,B
S04663,22,24.9,8.13,65.45,64.61,62.49,7.5,125725.53,15.81,136.4,9.7,4.79,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,80.8,B-
S04664,23,21.8,10.59,65.74,76.43,71.83,8.1,142196.85,20.39,108.2,9.1,3.83,Female,Reading/Writing,No,Yes,False,High,Bachelors_Degree,Excellent,89.57,B+
S04665,23,24.4,9.68,76.1,66.25,75.49,7.4,133043.18,13.11,120.7,16.5,4.56,Other,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,80.1,B-
S04666,22,18.2,12.18,84.01,74.02,101.88,7.4,126369.88,20.6,61.0,9.4,4.15,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,91.43,A-
S04667,23,22.2,5.81,76.56,74.94,89.7,8.9,114940.34,16.27,84.7,8.1,3.18,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,89.74,B+
S04668,22,36.1,10.45,77.38,79.49,91.26,5.7,118756.88,13.15,84.0,10.3,5.21,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Poor,91.59,A-
S04669,22,30.8,11.02,83.97,68.48,87.69,5.9,82939.94,14.52,39.9,15.0,4.55,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Poor,87.83,B+
S04670,24,25.7,10.02,79.93,75.3,86.14,6.9,105259.54,18.78,90.3,10.6,2.96,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,90.39,A-
S04671,21,20.0,8.4,76.04,65.37,89.37,9.0,106951.55,16.3,40.6,13.4,2.23,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,87.28,B+
S04672,21,22.0,10.06,69.59,60.91,72.1,7.4,70107.28,13.67,116.7,9.6,4.75,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,79.36,C+
S04673,24,34.9,13.26,92.01,92.99,100.44,7.4,98069.19,19.12,46.0,6.7,3.83,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,93.86,A
S04674,22,29.2,9.63,71.36,73.04,73.27,7.2,81642.94,15.81,131.3,10.7,4.64,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,77.12,C+
S04675,22,31.1,10.32,82.7,75.1,83.87,8.0,125841.21,16.6,101.9,10.1,3.81,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,91.12,A-
