age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country;label
53.0;Self-emp-not-inc;105478.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;2415.0;40.0;United-States;>50K
47.0;Private;173938.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;57.0;United-States;>50K
34.0;Private;24266.0;Assoc-voc;11.0;Married-civ-spouse;Craft-repair;Husband;White;Male;7688.0;0.0;40.0;United-States;>50K
34.0;Self-emp-not-inc;204052.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
51.0;Private;171914.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
32.0;Private;147284.0;Assoc-voc;11.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
34.0;Private;108837.0;Some-college;10.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
34.0;Private;161018.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;55.0;United-States;>50K
36.0;Private;35945.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
44.0;Private;165815.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
37.0;Private;421633.0;Masters;14.0;Never-married;Exec-managerial;Not-in-family;Black;Female;0.0;0.0;40.0;United-States;>50K
40.0;Private;119101.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;1887.0;68.0;United-States;>50K
33.0;Self-emp-not-inc;108438.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
44.0;Private;35910.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;1902.0;56.0;United-States;>50K
38.0;Self-emp-inc;189679.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
43.0;Self-emp-not-inc;99220.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
51.0;Private;290856.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
35.0;Private;182898.0;HS-grad;9.0;Never-married;Adm-clerical;Not-in-family;White;Male;8614.0;0.0;40.0;United-States;>50K
48.0;Private;307440.0;Bachelors;13.0;Married-civ-spouse;Tech-support;Husband;Asian-Pac-Islander;Male;0.0;0.0;45.0;Philippines;>50K
37.0;Self-emp-not-inc;353298.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;99999.0;0.0;50.0;United-States;>50K
39.0;Private;204527.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
51.0;Private;53197.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
51.0;Private;152810.0;HS-grad;9.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
54.0;Private;135388.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;5178.0;0.0;40.0;United-States;>50K
34.0;Private;165737.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;0.0;0.0;43.0;India;>50K
31.0;Private;574005.0;Bachelors;13.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;44.0;United-States;>50K
37.0;Private;19899.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;15024.0;0.0;45.0;United-States;>50K
41.0;Private;104334.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
47.0;Private;121124.0;Bachelors;13.0;Married-civ-spouse;Craft-repair;Husband;White;Male;15024.0;0.0;50.0;United-States;>50K
45.0;Local-gov;54190.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
55.0;Private;206487.0;Some-college;10.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
40.0;Federal-gov;178866.0;HS-grad;9.0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0.0;0.0;20.0;United-States;>50K
37.0;Private;187589.0;HS-grad;9.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;5178.0;0.0;40.0;United-States;>50K
33.0;Local-gov;194901.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
64.0;Self-emp-not-inc;103643.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;15.0;United-States;>50K
69.0;Self-emp-not-inc;185039.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;9386.0;0.0;12.0;United-States;>50K
42.0;Private;344572.0;HS-grad;9.0;Divorced;Exec-managerial;Not-in-family;White;Female;0.0;0.0;40.0;United-States;>50K
40.0;Private;191342.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;China;>50K
29.0;Private;195284.0;Doctorate;16.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;60.0;United-States;>50K
43.0;Self-emp-inc;130126.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;15024.0;0.0;45.0;United-States;>50K
33.0;Self-emp-not-inc;170979.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;1887.0;40.0;United-States;>50K
54.0;Private;215990.0;Some-college;10.0;Married-civ-spouse;Tech-support;Husband;White;Male;7688.0;0.0;40.0;United-States;>50K
50.0;Private;154728.0;Some-college;10.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
62.0;Private;244087.0;Doctorate;16.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;15024.0;0.0;50.0;United-States;>50K
53.0;Private;312446.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
32.0;Private;167990.0;Masters;14.0;Never-married;Exec-managerial;Not-in-family;White;Male;14084.0;0.0;40.0;United-States;>50K
38.0;Private;187870.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;2415.0;90.0;United-States;>50K
55.0;Private;227856.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;7298.0;0.0;60.0;United-States;>50K
52.0;Private;111700.0;Some-college;10.0;Divorced;Sales;Other-relative;White;Female;0.0;0.0;20.0;United-States;>50K
50.0;Self-emp-inc;190333.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;99999.0;0.0;55.0;United-States;>50K
54.0;Private;35576.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;2415.0;50.0;United-States;>50K
34.0;Private;242984.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;1887.0;45.0;United-States;>50K
29.0;Private;250967.0;Assoc-voc;11.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;1887.0;48.0;United-States;>50K
29.0;Local-gov;115305.0;Assoc-voc;11.0;Married-civ-spouse;Protective-serv;Husband;White;Male;7688.0;0.0;40.0;United-States;>50K
42.0;Private;153414.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;Black;Male;0.0;0.0;40.0;United-States;>50K
48.0;Self-emp-not-inc;200825.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;30.0;United-States;>50K
39.0;Private;176335.0;Masters;14.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;7688.0;0.0;65.0;United-States;>50K
33.0;Private;25610.0;Assoc-acdm;12.0;Married-civ-spouse;Sales;Husband;Other;Male;0.0;0.0;40.0;Japan;>50K
45.0;Private;34127.0;Bachelors;13.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;50.0;United-States;>50K
42.0;Local-gov;569930.0;Bachelors;13.0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0.0;0.0;45.0;United-States;>50K
55.0;Local-gov;296085.0;Assoc-acdm;12.0;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;United-States;>50K
32.0;Private;194740.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;1902.0;40.0;United-States;>50K
25.0;Federal-gov;27142.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
27.0;Private;215504.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;1848.0;55.0;United-States;>50K
49.0;Private;543922.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;42.0;United-States;>50K
54.0;Private;215990.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
59.0;Private;184493.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
33.0;Private;51471.0;HS-grad;9.0;Married-civ-spouse;Tech-support;Wife;White;Female;0.0;1902.0;40.0;United-States;>50K
47.0;Private;252079.0;Bachelors;13.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;7688.0;0.0;44.0;United-States;>50K
70.0;Self-emp-inc;207938.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;2377.0;50.0;United-States;>50K
48.0;Private;41504.0;HS-grad;9.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
44.0;Private;201723.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;15024.0;0.0;45.0;United-States;>50K
46.0;Private;186410.0;Prof-school;15.0;Never-married;Exec-managerial;Not-in-family;White;Male;0.0;0.0;50.0;United-States;>50K
43.0;Private;254146.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;1902.0;40.0;United-States;>50K
37.0;Private;103121.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0.0;1848.0;40.0;United-States;>50K
40.0;Private;137225.0;Masters;14.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;>50K
48.0;Private;350440.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Other-relative;Asian-Pac-Islander;Male;0.0;0.0;40.0;Cambodia;>50K
35.0;Private;207066.0;Bachelors;13.0;Never-married;Sales;Not-in-family;White;Male;10520.0;0.0;45.0;United-States;>50K
34.0;Self-emp-inc;154120.0;Masters;14.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;60.0;United-States;>50K
27.0;Private;100669.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0.0;0.0;40.0;Philippines;>50K
37.0;Self-emp-not-inc;162834.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;1902.0;45.0;United-States;>50K
47.0;Self-emp-inc;102308.0;Prof-school;15.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;2415.0;45.0;United-States;>50K
47.0;Local-gov;324791.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;1887.0;50.0;United-States;>50K
50.0;Self-emp-not-inc;83311.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;13.0;United-States;<=50K
21.0;Private;197200.0;Some-college;10.0;Never-married;Machine-op-inspct;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
35.0;Private;56352.0;Assoc-voc;11.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;Puerto-Rico;<=50K
43.0;Self-emp-not-inc;56920.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;60.0;United-States;<=50K
18.0;Private;140164.0;11th;7.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
39.0;Self-emp-not-inc;174308.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
57.0;Self-emp-inc;103948.0;Bachelors;13.0;Divorced;Prof-specialty;Not-in-family;White;Male;0.0;0.0;80.0;United-States;<=50K
44.0;Private;219288.0;7th-8th;4.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;35.0;United-States;<=50K
24.0;Private;202570.0;Bachelors;13.0;Never-married;Prof-specialty;Own-child;Black;Male;0.0;0.0;15.0;United-States;<=50K
33.0;Private;373662.0;1st-4th;2.0;Married-spouse-absent;Priv-house-serv;Not-in-family;White;Female;0.0;0.0;40.0;Guatemala;<=50K
51.0;Private;302847.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;54.0;United-States;<=50K
20.0;Private;411862.0;Assoc-voc;11.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;30.0;United-States;<=50K
33.0;Private;40681.0;Some-college;10.0;Never-married;Prof-specialty;Not-in-family;White;Female;3674.0;0.0;16.0;United-States;<=50K
31.0;Private;42900.0;Bachelors;13.0;Never-married;Tech-support;Not-in-family;White;Male;0.0;0.0;37.0;United-States;<=50K
43.0;Local-gov;169203.0;Assoc-voc;11.0;Never-married;Adm-clerical;Not-in-family;White;Female;0.0;0.0;35.0;United-States;<=50K
56.0;Private;311249.0;HS-grad;9.0;Widowed;Adm-clerical;Unmarried;Black;Female;0.0;0.0;38.0;United-States;<=50K
69.0;State-gov;208869.0;Masters;14.0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0.0;0.0;11.0;United-States;<=50K
33.0;Self-emp-not-inc;235271.0;Some-college;10.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;35.0;United-States;<=50K
34.0;Private;122116.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
19.0;Private;375077.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Male;0.0;0.0;50.0;United-States;<=50K
73.0;Private;267408.0;HS-grad;9.0;Widowed;Sales;Other-relative;White;Female;0.0;0.0;15.0;United-States;<=50K
31.0;Private;19302.0;Assoc-acdm;12.0;Never-married;Adm-clerical;Not-in-family;White;Male;2202.0;0.0;38.0;United-States;<=50K
22.0;Private;311764.0;11th;7.0;Widowed;Sales;Own-child;Black;Female;0.0;0.0;35.0;United-States;<=50K
21.0;Private;131811.0;HS-grad;9.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
90.0;Private;221832.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;45.0;United-States;<=50K
40.0;Private;201495.0;11th;7.0;Never-married;Transport-moving;Own-child;White;Male;0.0;0.0;35.0;United-States;<=50K
68.0;Private;213720.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
32.0;Private;242150.0;HS-grad;9.0;Never-married;Adm-clerical;Own-child;White;Male;0.0;0.0;38.0;United-States;<=50K
30.0;Private;111415.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;55.0;Germany;<=50K
75.0;Self-emp-not-inc;30599.0;Masters;14.0;Married-spouse-absent;Prof-specialty;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
23.0;Private;161708.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Female;0.0;0.0;20.0;United-States;<=50K
44.0;Federal-gov;220563.0;Some-college;10.0;Married-civ-spouse;Tech-support;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
18.0;Private;283342.0;11th;7.0;Never-married;Other-service;Other-relative;Black;Male;0.0;0.0;20.0;United-States;<=50K
35.0;Private;103605.0;11th;7.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
54.0;Local-gov;169785.0;Masters;14.0;Widowed;Prof-specialty;Unmarried;White;Female;0.0;0.0;38.0;United-States;<=50K
17.0;Private;195262.0;11th;7.0;Never-married;Craft-repair;Own-child;White;Male;0.0;0.0;17.0;United-States;<=50K
47.0;Private;298130.0;HS-grad;9.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
32.0;Self-emp-not-inc;197867.0;Assoc-voc;11.0;Divorced;Sales;Unmarried;White;Male;0.0;0.0;50.0;United-States;<=50K
31.0;Private;54929.0;Some-college;10.0;Divorced;Craft-repair;Not-in-family;White;Male;0.0;0.0;60.0;United-States;<=50K
42.0;Private;225193.0;HS-grad;9.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
41.0;Private;110562.0;Bachelors;13.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
18.0;Private;280298.0;HS-grad;9.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;24.0;United-States;<=50K
61.0;Local-gov;167670.0;Bachelors;13.0;Married-spouse-absent;Prof-specialty;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
54.0;Private;220115.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;White;Male;0.0;0.0;30.0;United-States;<=50K
28.0;Private;430084.0;HS-grad;9.0;Divorced;Other-service;Own-child;Black;Male;0.0;0.0;35.0;United-States;<=50K
39.0;Private;89508.0;Bachelors;13.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
43.0;Private;218558.0;Bachelors;13.0;Married-spouse-absent;Prof-specialty;Not-in-family;White;Male;3325.0;0.0;40.0;United-States;<=50K
21.0;Private;197387.0;HS-grad;9.0;Never-married;Handlers-cleaners;Own-child;White;Male;0.0;0.0;20.0;United-States;<=50K
23.0;Private;129583.0;HS-grad;9.0;Never-married;Handlers-cleaners;Own-child;Black;Female;0.0;0.0;16.0;United-States;<=50K
61.0;Private;159046.0;7th-8th;4.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
76.0;Private;316185.0;7th-8th;4.0;Widowed;Protective-serv;Not-in-family;White;Female;0.0;0.0;12.0;United-States;<=50K
55.0;Private;171780.0;Assoc-acdm;12.0;Divorced;Sales;Unmarried;Black;Female;0.0;0.0;30.0;United-States;<=50K
51.0;Private;195105.0;HS-grad;9.0;Divorced;Priv-house-serv;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
63.0;Private;113324.0;Some-college;10.0;Married-civ-spouse;Protective-serv;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
38.0;Private;206535.0;Some-college;10.0;Divorced;Tech-support;Unmarried;White;Female;0.0;0.0;50.0;United-States;<=50K
30.0;Private;117393.0;HS-grad;9.0;Never-married;Sales;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
30.0;Private;219318.0;HS-grad;9.0;Never-married;Machine-op-inspct;Other-relative;White;Female;0.0;0.0;35.0;Puerto-Rico;<=50K
28.0;Private;157391.0;Bachelors;13.0;Never-married;Sales;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
35.0;Local-gov;190226.0;HS-grad;9.0;Never-married;Protective-serv;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
29.0;Local-gov;329426.0;HS-grad;9.0;Never-married;Protective-serv;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;244366.0;Bachelors;13.0;Never-married;Prof-specialty;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
18.0;Private;127388.0;12th;8.0;Never-married;Other-service;Not-in-family;White;Female;0.0;0.0;25.0;United-States;<=50K
22.0;Self-emp-not-inc;123440.0;Some-college;10.0;Never-married;Craft-repair;Not-in-family;White;Male;0.0;0.0;48.0;United-States;<=50K
34.0;Private;82623.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;20.0;United-States;<=50K
21.0;Private;214716.0;Some-college;10.0;Never-married;Adm-clerical;Own-child;White;Female;0.0;0.0;10.0;United-States;<=50K
20.0;Private;284737.0;Some-college;10.0;Never-married;Other-service;Own-child;White;Male;0.0;0.0;20.0;United-States;<=50K
25.0;Private;64671.0;HS-grad;9.0;Divorced;Handlers-cleaners;Own-child;Asian-Pac-Islander;Female;0.0;0.0;40.0;Philippines;<=50K
33.0;Private;235109.0;HS-grad;9.0;Never-married;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
21.0;Private;688355.0;HS-grad;9.0;Never-married;Adm-clerical;Unmarried;Black;Female;0.0;0.0;40.0;United-States;<=50K
31.0;Private;211334.0;Some-college;10.0;Married-civ-spouse;Craft-repair;Husband;White;Male;2407.0;0.0;65.0;United-States;<=50K
19.0;Private;278870.0;Some-college;10.0;Never-married;Handlers-cleaners;Own-child;White;Male;0.0;0.0;16.0;United-States;<=50K
41.0;Federal-gov;83411.0;HS-grad;9.0;Married-civ-spouse;Other-service;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
29.0;Private;232914.0;Assoc-voc;11.0;Never-married;Adm-clerical;Own-child;Black;Female;0.0;0.0;40.0;United-States;<=50K
26.0;Private;143068.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;2407.0;0.0;50.0;United-States;<=50K
25.0;Private;297154.0;HS-grad;9.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;2407.0;0.0;40.0;United-States;<=50K
25.0;Private;108779.0;Masters;14.0;Separated;Other-service;Own-child;White;Female;0.0;0.0;40.0;United-States;<=50K
44.0;State-gov;144125.0;Bachelors;13.0;Divorced;Prof-specialty;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
38.0;Private;172571.0;Some-college;10.0;Divorced;Craft-repair;Own-child;White;Male;0.0;0.0;58.0;Poland;<=50K
34.0;Private;178615.0;HS-grad;9.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;41763.0;Some-college;10.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;25.0;United-States;<=50K
28.0;Private;149734.0;HS-grad;9.0;Never-married;Other-service;Unmarried;Black;Female;0.0;0.0;52.0;United-States;<=50K
30.0;Private;41493.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;White;Female;0.0;0.0;35.0;Canada;<=50K
80.0;Private;157778.0;Masters;14.0;Widowed;Prof-specialty;Not-in-family;White;Female;0.0;0.0;10.0;United-States;<=50K
28.0;Private;60772.0;Bachelors;13.0;Never-married;Exec-managerial;Own-child;White;Female;0.0;0.0;45.0;United-States;<=50K
21.0;Private;221955.0;HS-grad;9.0;Never-married;Machine-op-inspct;Unmarried;White;Male;0.0;0.0;40.0;Mexico;<=50K
49.0;Private;178749.0;Masters;14.0;Married-spouse-absent;Adm-clerical;Unmarried;White;Female;0.0;0.0;40.0;United-States;<=50K
46.0;Private;110151.0;Assoc-voc;11.0;Divorced;Exec-managerial;Unmarried;White;Female;0.0;0.0;45.0;United-States;<=50K
46.0;Private;256522.0;1st-4th;2.0;Never-married;Machine-op-inspct;Own-child;White;Male;0.0;0.0;40.0;Puerto-Rico;<=50K
25.0;Private;195994.0;1st-4th;2.0;Never-married;Priv-house-serv;Not-in-family;White;Female;0.0;0.0;40.0;Guatemala;<=50K
30.0;Self-emp-not-inc;45796.0;Some-college;10.0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;217961.0;Some-college;10.0;Never-married;Transport-moving;Own-child;White;Male;0.0;1719.0;30.0;United-States;<=50K
26.0;Self-emp-not-inc;227858.0;Some-college;10.0;Never-married;Other-service;Not-in-family;White;Female;0.0;0.0;48.0;United-States;<=50K
44.0;Private;45093.0;HS-grad;9.0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0.0;0.0;70.0;United-States;<=50K
24.0;Private;325596.0;Bachelors;13.0;Never-married;Adm-clerical;Own-child;White;Male;0.0;0.0;35.0;United-States;<=50K
54.0;Private;199307.0;Some-college;10.0;Divorced;Craft-repair;Unmarried;White;Female;0.0;0.0;48.0;United-States;<=50K
29.0;Private;110442.0;HS-grad;9.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;45.0;United-States;<=50K
19.0;Private;27433.0;11th;7.0;Never-married;Handlers-cleaners;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
22.0;Private;199555.0;Some-college;10.0;Never-married;Farming-fishing;Own-child;White;Male;0.0;0.0;25.0;United-States;<=50K
20.0;Private;339588.0;HS-grad;9.0;Married-civ-spouse;Other-service;Wife;White;Female;0.0;0.0;40.0;Peru;<=50K
21.0;Private;116788.0;HS-grad;9.0;Never-married;Craft-repair;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
61.0;Self-emp-not-inc;24046.0;HS-grad;9.0;Widowed;Other-service;Other-relative;White;Female;0.0;0.0;40.0;United-States;<=50K
49.0;Private;215389.0;Bachelors;13.0;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male;0.0;0.0;48.0;United-States;<=50K
32.0;Private;153588.0;HS-grad;9.0;Divorced;Craft-repair;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
25.0;Private;479765.0;7th-8th;4.0;Never-married;Sales;Other-relative;White;Male;0.0;0.0;45.0;Guatemala;<=50K
40.0;Private;204046.0;10th;6.0;Divorced;Transport-moving;Own-child;White;Male;0.0;0.0;40.0;United-States;<=50K
23.0;Private;148709.0;HS-grad;9.0;Separated;Handlers-cleaners;Other-relative;White;Female;0.0;0.0;40.0;United-States;<=50K
47.0;Self-emp-inc;483596.0;HS-grad;9.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;2885.0;0.0;32.0;United-States;<=50K
35.0;Private;226789.0;Some-college;10.0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0.0;0.0;58.0;United-States;<=50K
50.0;Private;110748.0;Some-college;10.0;Never-married;Prof-specialty;Not-in-family;White;Male;0.0;0.0;40.0;United-States;<=50K
64.0;Private;239450.0;Some-college;10.0;Married-civ-spouse;Sales;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
49.0;Self-emp-not-inc;117634.0;Some-college;10.0;Widowed;Craft-repair;Unmarried;White;Female;0.0;0.0;30.0;United-States;<=50K
20.0;Private;39927.0;HS-grad;9.0;Never-married;Other-service;Not-in-family;White;Male;0.0;0.0;8.0;United-States;<=50K
33.0;Private;157747.0;Assoc-acdm;12.0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
28.0;Private;122922.0;HS-grad;9.0;Never-married;Exec-managerial;Not-in-family;White;Female;0.0;0.0;50.0;United-States;<=50K
38.0;Self-emp-not-inc;198867.0;11th;7.0;Married-civ-spouse;Craft-repair;Husband;White;Male;0.0;0.0;40.0;United-States;<=50K
46.0;Private;28225.0;Some-college;10.0;Married-civ-spouse;Transport-moving;Husband;White;Male;0.0;0.0;58.0;United-States;<=50K
45.0;Private;189802.0;Some-college;10.0;Divorced;Adm-clerical;Not-in-family;White;Female;0.0;0.0;40.0;United-States;<=50K
